point_id,point_type,doy_band,snow_free_doy,ndvi_18,ndvi_25,ndvi_diff,ndwi_18,ndwi_25,ndwi_diff,brightness_18,brightness_25,brightness_diff
95,non_vegetated,early,125.2104034423828,0.14448684369345807,0.18422145726517328,0.039734613571715205,-0.19579766487845265,-0.21579007145982737,-0.019992406581374716,0.23206620686932616,0.21075889041200718,-0.02130731645731898
96,non_vegetated,early,113.96053314208984,0.21072438822659226,0.24216114513006845,0.03143675690347619,-0.20692146820789137,-0.23328238740114488,-0.026360919193253507,0.23151316905492234,0.1794900425301309,-0.052023126524791435
97,non_vegetated,early,114.75665283203124,0.12878120242741628,0.19215743085297624,0.06337622842555996,-0.07915297643034988,-0.06764496856664975,0.011508007863700126,0.21984756154972201,0.25716847282839794,0.03732091127867593
98,non_vegetated,early,129.54710388183594,0.04976641351910893,0.17521519446622424,0.1254487809471153,-0.1381726354753034,-0.11389550297233612,0.024277132502967272,0.14473977842046853,0.022354300775700012,-0.12238547764476852
100,non_vegetated,early,127.05276489257812,0.197120441659504,0.26147155654469095,0.06435111488518697,-0.1728201408278793,-0.17215740656138137,6.62734266497933e-4,0.1726378288533952,0.1606333115492124,-0.01200451730418281
101,non_vegetated,early,116.76335144042967,0.1011451832190383,0.18089501026123928,0.07974982704220097,-0.08944741139490105,-0.08457579151271029,0.004871619882190759,0.2523487319331072,0.2369909036185657,-0.015357828314541494
104,non_vegetated,early,126.65162658691406,0.19441851310809952,0.2260433013654118,0.03162478825731227,-0.2441672515950458,-0.252075328731297,-0.007908077136251218,0.18485374781166958,0.17757606950986105,-0.007277678301808532
105,non_vegetated,early,129.90426635742188,0.1211600826195491,0.15762070976805145,0.03646062714850236,-0.1382749601099282,-0.16816297760840046,-0.029888017498472252,0.23474130280620875,0.2024492428970268,-0.032292059909181964
108,non_vegetated,early,120.0692138671875,0.44842654023556555,0.2770384727704697,-0.17138806746509583,-0.08024572857871094,-0.11933980679283075,-0.03909407821411981,0.24830016517325454,0.22563949154352234,-0.022660673629732203
109,non_vegetated,early,124.20872497558594,0.18393337655367303,0.218731649944206,0.03479827339053296,-0.23830982326658756,-0.2531915565040215,-0.014881733237433914,0.21956292645058087,0.2074018020117493,-0.012161124438831578
110,non_vegetated,early,120.93119049072266,0.06390307552787879,0.12233470315244442,0.058431627624565635,-0.027975222823371372,-0.07867586322469465,-0.05070064040132328,0.18674569461625398,0.25944843370663484,0.07270273909038086
111,non_vegetated,early,115.709716796875,0.10176903296119508,0.4902278205588974,0.38845878759770236,0.08229538949222757,-0.4397326812131446,-0.5220280707053722,0.06537946199900224,0.226306049203315,0.16092658720431277
113,non_vegetated,early,109.13336181640624,0.07584272661353515,0.14098064257781603,0.06513791596428088,-0.037102128838296056,-0.026414245452941118,0.010687883385354938,0.2031737711607364,0.13570955158238523,-0.06746421957835116
115,non_vegetated,early,123.72715759277344,0.199530956955505,0.22839978584248843,0.028868828886983444,-0.2453473182988869,-0.24458579100365735,7.615272952295471e-4,0.19394261453801773,0.1927897869843489,-0.0011528275536688282
116,non_vegetated,early,112.95573425292967,0.46162596831763136,0.5960036572911569,0.13437768897352553,-0.12606254684679005,-0.11511595473224705,0.010946592114543005,0.23269388873936142,0.16887382497978315,-0.06382006375957827
117,non_vegetated,early,115.52407836914062,0.1457730270435305,0.1900059177508708,0.044232890707340294,-0.21758949561940163,-0.22985252208098927,-0.01226302646158764,0.20759864740988657,0.1976747385090032,-0.009923908900883377
119,non_vegetated,early,124.34878540039062,0.06366385677549061,0.03859328157778817,-0.025070575197702435,-0.02599450283115441,0.09320540585457235,0.11919990868572676,0.0716869587775821,0.09752018901285282,0.025833230235270718
121,non_vegetated,early,124.7163314819336,0.16204270421712574,0.1990105196711947,0.036967815454068964,-0.23786611335881935,-0.24407714575083397,-0.00621103239201462,0.23099825495734191,0.19465507142332908,-0.036343183534012835
122,non_vegetated,early,110.3357925415039,0.07003478003057245,0.1144993162078456,0.04446453617727315,-0.04732510596478567,-0.06715624806418678,-0.019831142099401115,0.2965514250927501,0.26652519116886186,-0.030026233923888257
124,non_vegetated,early,125.80674743652344,0.48147617380316243,0.10631819958958846,-0.375157974213574,-0.01894216401490793,-0.00883892875175902,0.01010323526314891,0.2812855413978734,0.2732742463243984,-0.008011295073474978
