site_number,Year,class_type,final_label,snow_free_doy,canopy_height_m
1116,2025,meadow,S22,132.5027618408203,0
1117,2025,meadow,S22,135.93145751953125,0
1118,2025,meadow,S22,132.86843872070312,0
1119,2025,meadow,S22,134.3490753173828,0
1120,2025,meadow,S22,134.3490753173828,0
1121,2025,meadow,S22,136.20669555664062,0
1129,2025,meadow,S22,136.966064453125,0
1130,2025,meadow,S22,133.2943115234375,0
1250,2025,meadow,S23,169.1578826904297,0
1251,2025,meadow,S23,165.39349365234375,0
1252,2025,meadow,S23,165.39349365234375,0
1253,2025,meadow,S23,165.39349365234375,0
1254,2025,meadow,S23,165.39349365234375,0
1255,2025,meadow,S23,165.39349365234375,0
1256,2025,meadow,S23,162.29762268066406,0
1257,2025,meadow,S23,162.29762268066406,4.046000003814697
1258,2025,meadow,S23,162.29762268066406,0
1259,2025,meadow,S23,162.29762268066406,0
1260,2025,meadow,S23,167.0114288330078,0
1261,2025,meadow,S23,167.0114288330078,0.5260000228881836
1264,2025,meadow,S23,169.1578826904297,0
1285,2025,meadow,S24,128.3780975341797,0
1286,2025,meadow,S24,131.245361328125,0
1288,2025,meadow,S24,125.93096923828124,0
1289,2025,meadow,S24,133.39161682128906,0.15700000524520874
1290,2025,meadow,S24,130.70045471191406,0
1291,2025,meadow,S24,128.09304809570312,0
1293,2025,meadow,S24,125.37413024902344,0
1308,2025,meadow,S24,130.3624725341797,0
1310,2025,meadow,S24,130.26193237304688,0
2024,2026,meadow,S24,101.48697662353516,0
1094,2025,meadow,S25,109.65636444091795,0
2001,2026,meadow,S25,83.0161361694336,0
2003,2026,meadow,S25,82.4796371459961,0
2004,2026,meadow,S25,83.42584991455078,0
2006,2026,meadow,S25,88.4400634765625,0
2007,2026,meadow,S25,88.40247344970703,0
2008,2026,meadow,S25,88.96226501464844,0
2010,2026,meadow,S25,83.24269104003906,0
2011,2026,meadow,S25,77.18375396728516,0
2012,2026,meadow,S25,75.06449890136719,0
2013,2026,meadow,S25,76.78892517089844,0
2016,2026,meadow,S25,96.01280212402344,0
2021,2026,meadow,S25,84.91355895996094,0
2031,2026,meadow,S25,99.3142318725586,0
2032,2026,meadow,S25,99.92247009277344,0
2033,2026,meadow,S25,90.52118682861328,0
2034,2026,meadow,S25,96.14949035644533,0
2037,2026,meadow,S25,88.61299133300781,0
2052,2026,meadow,S25,83.44990158081055,0
2053,2026,meadow,S25,81.34651947021484,0
