site_number,Year,class_type,final_label,snow_free_doy,canopy_height_m
2054,2026,meadow,S25,84.67027282714844,0
2055,2026,meadow,S25,84.025238037109375,0
2056,2026,meadow,S25,83.68718719482422,0
2057,2026,meadow,S25,81.0193862915039,0
2058,2026,meadow,S25,84.909912109375,0
2059,2026,meadow,S25,87.85066223144531,0
2014,2026,meadow,S26,88.24772644042969,0
2028,2026,meadow,S26,104.53239440917967,0
2029,2026,meadow,S26,102.1493682861328,0
2043,2026,meadow,S26,104.94869232177734,0
2044,2026,meadow,S26,104.48876190185548,0
9,2018,meadow,Veratrum tenuipetalum,139.11143493652344,0
44,2018,meadow,Veratrum tenuipetalum,132.4265899658203,0
46,2018,meadow,Veratrum tenuipetalum,132.4265899658203,0
65,2018,meadow,Veratrum tenuipetalum,144.19703674316406,0
79,2018,meadow,Veratrum tenuipetalum,142.3209991455078,0
84,2018,meadow,Veratrum tenuipetalum,142.70091247558594,0
154,2018,meadow,Veratrum tenuipetalum,145.8924560546875,0
173,2018,meadow,Veratrum tenuipetalum,138.2779083251953,0
278,2018,meadow,Veratrum tenuipetalum,172.04718017578125,0
348,2018,meadow,Veratrum tenuipetalum,142.6566619873047,0
418,2018,meadow,Veratrum tenuipetalum,158.8942108154297,0
419,2018,meadow,Veratrum tenuipetalum,158.8942108154297,0
1144,2025,meadow,Veratrum tenuipetalum,144.3163299560547,0
1146,2025,meadow,Veratrum tenuipetalum,144.19703674316406,0
1169,2025,meadow,Veratrum tenuipetalum,144.1228790283203,0.9110000133514404
1170,2025,meadow,Veratrum tenuipetalum,144.1228790283203,0
1188,2025,meadow,Veratrum tenuipetalum,138.1805877685547,0
21,2018,shrub,Salix wolfii,138.6693572998047,0
22,2018,shrub,Salix boothii,138.6693572998047,1.218999981880188
23,2018,shrub,Salix wolfii,139.17300415039062,0.30300000309944153
24,2018,shrub,Salix boothii,139.17300415039062,1.8519999980926514
25,2018,shrub,Dasiphora fruticosa,140.50912475585938,0
26,2018,shrub,Artemisia tridentata,139.12594604492188,0
27,2018,shrub,Salix wolfii,140.50912475585938,0.7760000228881836
28,2018,shrub,Salix other,140.50912475585938,1.9179999828338623
29,2018,shrub,Salix wolfii,139.49046325683594,0
30,2018,shrub,Dasiphora fruticosa,139.49046325683594,0.34599998593330383
55,2018,shrub,Salix boothii,126.26793670654297,2.427999973297119
56,2018,shrub,Salix boothii,125.88236236572266,0.6869999766349792
57,2018,shrub,Salix planifolia,125.60587310791016,0.8399999737739563
58,2018,shrub,Salix boothii,126.72811126708984,1.281000018119812
59,2018,shrub,Lonicera involucrata,126.72811126708984,0
60,2018,shrub,Dasiphora fruticosa,128.83409118652344,0
61,2018,shrub,Symphoricarpos rotundifolius,130.47836303710938,1.2519999742507935
62,2018,shrub,Salix boothii,129.94491577148438,0.8090000152587891
63,2018,shrub,Symphoricarpos rotundifolius,131.66526794433594,0.7549999952316284
64,2018,shrub,Symphoricarpos rotundifolius,134.4921417236328,0.7020000219345093
85,2018,shrub,Sambucus racemosa,147.30117797851562,0.6169999837875366
86,2018,shrub,Salix boothii,146.7960205078125,1.8240000009536743
87,2018,shrub,Sambucus racemosa,146.3892822265625,0.414000004529953
88,2018,shrub,Salix other,145.3961181640625,2.818000078201294
89,2018,shrub,Salix boothii,143.9613037109375,1.1089999675750732
90,2018,shrub,Salix other,143.85629272460938,3.367000102996826
91,2018,shrub,Salix boothii,142.2439422607422,1.3639999628067017
92,2018,shrub,Salix boothii,142.02291870117188,3.0169999599456787
93,2018,shrub,Salix other,142.21482849121094,1.3049999475479126
94,2018,shrub,Juniperus sp.,143.32994079589844,11.47700023651123
104,2018,shrub,Salix wolfii,141.89842224121094,0
105,2018,shrub,Salix wolfii,141.72242736816406,0.6830000281333923
106,2018,shrub,Salix boothii,141.3938751220703,2.0369999408721924
107,2018,shrub,Salix boothii,141.06439208984375,1.4930000305175781
108,2018,shrub,Salix boothii,141.21145629882812,2.0369999408721924
109,2018,shrub,Salix wolfii,143.4036407470703,0.6309999823570251
110,2018,shrub,Salix other,142.18113708496094,1.1119999885559082
111,2018,shrub,Salix other,142.18113708496094,2.013000011444092
112,2018,shrub,Dasiphora fruticosa,140.373779296875,0
113,2018,shrub,Dasiphora fruticosa,142.0260772705078,0
134,2018,shrub,Salix boothii,136.4777374267578,1.8960000276565552
136,2018,shrub,Dasiphora fruticosa,138.39511108398438,0
137,2018,shrub,Salix planifolia,135.31459045410156,1.1030000448226929
138,2018,shrub,Artemisia tridentata,137.6845703125,0
139,2018,shrub,Artemisia tridentata,136.17835998535156,0
140,2018,shrub,Salix boothii,137.49290466308594,1.2899999618530273
141,2018,shrub,Salix planifolia,135.35430908203125,0
142,2018,shrub,Salix other,134.21322631835938,1.2020000219345093
143,2018,shrub,Salix planifolia,136.3490447998047,0.8009999990463257
189,2018,shrub,Dasiphora fruticosa,152.45994567871094,0
190,2018,shrub,Salix planifolia,153.2327880859375,0
191,2018,shrub,Salix boothii,151.81732177734375,0
192,2018,shrub,Salix other,152.22994995117188,3.2790000438690186
193,2018,shrub,Salix planifolia,153.6456756591797,1.3680000305175781
194,2018,shrub,Salix planifolia,152.37875366210938,0
195,2018,shrub,Salix planifolia,149.7777862548828,0.753000020980835
196,2018,shrub,Dasiphora fruticosa,146.88963317871094,0
197,2018,shrub,Salix boothii,150.89617919921875,1.2419999837875366
198,2018,shrub,Dasiphora fruticosa,146.1862335205078,0
239,2018,shrub,Ribes sp.,153.85470581054688,0
240,2018,shrub,Sambucus racemosa,152.11334228515625,0.28700000047683716
242,2018,shrub,Sambucus racemosa,140.5481719970703,0.5569999814033508
243,2018,shrub,Salix other,148.9329833984375,3.365999937057495
245,2018,shrub,Salix boothii,145.64161682128906,1.9869999885559082
246,2018,shrub,Salix boothii,148.85690307617188,2.2890000343322754
248,2018,shrub,Salix boothii,149.78965759277344,2.068000078201294
279,2018,shrub,Ribes sp.,172.3915557861328,0
280,2018,shrub,Salix planifolia,171.49232482910156,2.114000082015991
281,2018,shrub,Salix wolfii,170.6802978515625,0.6589999794960022
283,2018,shrub,Salix planifolia,172.64076232910156,1.4249999523162842
284,2018,shrub,Salix wolfii,170.81591796875,1.340999960899353
286,2018,shrub,Sambucus racemosa,172.32542419433594,0.8399999737739563
288,2018,shrub,Lonicera involucrata,175.0904998779297,0
309,2018,shrub,Salix wolfii,136.24880981445312,0
310,2018,shrub,Salix other,137.7531280517578,1.2769999504089355
311,2018,shrub,Salix other,138.89608764648438,1.2910000085830688
312,2018,shrub,Dasiphora fruticosa,142.1931915283203,0.23499999940395355
313,2018,shrub,Salix boothii,139.75631713867188,0
314,2018,shrub,Salix wolfii,137.7531280517578,0
315,2018,shrub,Salix wolfii,137.7531280517578,1.9049999713897705
316,2018,shrub,Salix other,138.89608764648438,2.197000026702881
317,2018,shrub,Salix other,138.89608764648438,0.18700000643730164
318,2018,shrub,Salix wolfii,137.7531280517578,0
354,2018,shrub,Symphoricarpos rotundifolius,140.70733642578125,0
355,2018,shrub,Symphoricarpos rotundifolius,141.35775756835938,0
356,2018,shrub,Symphoricarpos rotundifolius,143.23228454589844,0
357,2018,shrub,Dasiphora fruticosa,140.11605834960938,0
358,2018,shrub,Sambucus racemosa,141.8209686279297,0
359,2018,shrub,Juniperus sp.,134.24530029296875,0
360,2018,shrub,Symphoricarpos rotundifolius,141.82394409179688,0.27300000190734863
361,2018,shrub,Salix boothii,143.0127410888672,1.2569999694824219
362,2018,shrub,Sambucus racemosa,142.6566619873047,0
363,2018,shrub,Salix boothii,142.5033416748047,2.0320000648498535
384,2018,shrub,Salix planifolia,166.8108673095703,0.6700000166893005
385,2018,shrub,Salix wolfii,166.8108673095703,5.676000118255615
386,2018,shrub,Ribes sp.,164.43423461914062,0.675000011920929
387,2018,shrub,Dasiphora fruticosa,166.19947814941406,0.19599999487400055
388,2018,shrub,Salix boothii,170.61941528320312,1.6640000343322754
389,2018,shrub,Salix planifolia,172.16525268554688,0.7269999980926514
390,2018,shrub,Salix wolfii,175.33877563476562,1.190000057220459
391,2018,shrub,Salix wolfii,175.3111114501953,0
392,2018,shrub,Salix wolfii,177.4094696044922,0.32600000500679016
393,2018,shrub,Salix wolfii,181.12074279785156,1.2029999494552612
424,2018,shrub,Dasiphora fruticosa,159.5321502685547,0
425,2018,shrub,Salix planifolia,164.89547729492188,0.34599998593330383
426,2018,shrub,Salix boothii,160.1848907470703,3.1649999618530273
427,2018,shrub,Ribes sp.,159.04713439941406,0
429,2018,shrub,Juniperus sp.,157.74600219726562,0
431,2018,shrub,Salix boothii,155.84552001953125,1.8919999599456787
432,2018,shrub,Lonicera involucrata,149.90086364746094,2.6670000553131104
433,2018,shrub,Ribes sp.,158.0091552734375,0
439,2018,shrub,Salix planifolia,160.64471435546875,0.7639999985694885
440,2018,shrub,Alnus incana,154.93873596191406,4.099999904632568
441,2018,shrub,Salix boothii,156.6634521484375,2.063999891281128
442,2018,shrub,Salix other,156.6634521484375,1.2680000066757202
443,2018,shrub,Salix other,156.6634521484375,0.37599998712539673
447,2018,shrub,Salix planifolia,170.5223388671875,0
448,2018,shrub,Salix planifolia,171.4057159423828,1.1339999437332153
450,2018,shrub,Salix planifolia,170.93634033203125,0.9940000176429749
451,2018,shrub,Salix planifolia,170.93634033203125,1.281999945640564
458,2018,shrub,Salix other,144.2423095703125,0.8309999704360962
459,2018,shrub,Salix other,144.2423095703125,2.259999990463257
460,2018,shrub,Salix other,147.06349182128906,1.465999960899353
461,2018,shrub,Betula glandulosa,175.11172485351562,1.1069999933242798
463,2018,shrub,Salix wolfii,146.1221923828125,0
465,2018,shrub,Salix other,138.66880798339844,0.8579999804496765
466,2018,shrub,Salix other,142.4272918701172,1.2790000438690186
467,2018,shrub,Salix other,143.4631805419922,1.1660000085830688
469,2018,shrub,Salix boothii,137.12637329101562,1.8259999752044678
470,2018,shrub,Salix wolfii,142.31748962402344,0.3619999885559082
471,2018,shrub,Salix boothii,135.86422729492188,0.9679999947547913
472,2018,shrub,Salix other,131.85145568847656,1.4539999961853027
1407,2025,shrub,Juniperus sp.,115.26563262939453,2.4089999198913574
1408,2025,shrub,Amelanchier alnifolia,115.47880554199219,1.2339999675750732
1409,2025,shrub,Amelanchier alnifolia,111.41224670410156,1.527999997138977
1410,2025,shrub,Juniperus sp.,114.91409301757812,1.3730000257492065
1411,2025,shrub,Juniperus sp.,114.91409301757812,1.4709999561309814
1412,2025,shrub,Amelanchier alnifolia,105.68256378173828,0.6150000095367432
1413,2025,shrub,Amelanchier alnifolia,103.80467224121094,0.13199999928474426
1414,2025,shrub,Ribes sp.,111.41224670410156,0.4339999854564667
1415,2025,shrub,Juniperus sp.,111.29356384277344,0.5879999995231628
1416,2025,shrub,Amelanchier alnifolia,111.30783081054688,1.1649999618530273
1417,2025,shrub,Juniperus sp.,86.541748046875,3.3949999809265137
1418,2025,shrub,Amelanchier alnifolia,93.8548355102539,0.5189999938011169
1419,2025,shrub,Purshia tridentata,89.35911560058594,0
1421,2025,shrub,Amelanchier alnifolia,93.25767517089844,1.1299999952316284
1422,2025,shrub,Juniperus sp.,97.830718994140625,0.07199999690055847
1423,2025,shrub,Salix other,105.87106323242188,3.6619999408721924
1424,2025,shrub,Ribes sp.,101.74472045898438,1.2869999408721924
1425,2025,shrub,Juniperus sp.,94.40982818603516,4.1620001792907715
1426,2025,shrub,Amelanchier alnifolia,99.36310577392578,3.191999912261963
1428,2025,shrub,Artemisia tridentata,95.74082946777344,0
1429,2025,shrub,Juniperus sp.,98.959259033203125,8.95300006866455
1430,2025,shrub,Artemisia tridentata,97.93254089355469,0
1431,2025,shrub,Purshia tridentata,92.53279876708984,0
1432,2025,shrub,Artemisia tridentata,94.55156707763672,0.05700000002980232
1433,2025,shrub,Purshia tridentata,98.64820098876953,0
1434,2025,shrub,Artemisia tridentata,97.76359558105469,0
1435,2025,shrub,Juniperus sp.,94.92729187011719,0.8069999814033508
1436,2025,shrub,Purshia tridentata,103.79269409179688,0
1437,2025,shrub,Salix other,121.79496002197266,2.1579999923706055
1438,2025,shrub,Salix wolfii,122.34110260009766,0.36000001430511475
1439,2025,shrub,Salix wolfii,121.79496002197266,0.6539999842643738
1440,2025,shrub,Salix wolfii,124.77403259277344,0.8830000162124634
1441,2025,shrub,Dasiphora fruticosa,119.87708282470703,0
1442,2025,shrub,Salix other,122.1240463256836,1.8839999437332153
1443,2025,shrub,Dasiphora fruticosa,117.30060577392578,0.18799999356269836
1444,2025,shrub,Artemisia tridentata,117.17338562011719,0.7369999885559082
1445,2025,shrub,Salix other,119.71009063720703,1.6449999809265137
1446,2025,shrub,Lonicera involucrata,118.63032531738281,0.6859999895095825
1447,2025,shrub,Artemisia tridentata,117.50166320800781,0
1448,2025,shrub,Symphoricarpos rotundifolius,117.24577331542969,0
1449,2025,shrub,Prunus virginiana,109.88578033447266,3.515000104904175
1450,2025,shrub,Salix other,109.88578033447266,5.520999908447266
1451,2025,shrub,Prunus virginiana,110.04853057861328,1.555999994277954
1452,2025,shrub,Artemisia tridentata,109.65636444091797,0.49399998784065247
1453,2025,shrub,Symphoricarpos rotundifolius,109.65636444091797,0.8880000114440918
1454,2025,shrub,Amelanchier alnifolia,113.35440826416016,0.9240000247955322
1455,2025,shrub,Prunus virginiana,108.4546127319336,1.4450000524520874
1456,2025,shrub,Amelanchier alnifolia,107.13099670410156,0.9150000214576721
1457,2025,shrub,Juniperus sp.,142.2425079345703,0.8100000023841858
1458,2025,shrub,Sambucus racemosa,144.595458984375,0
1459,2025,shrub,Sambucus racemosa,146.463134765625,1.059999942779541
1460,2025,shrub,Salix other,144.228515625,1.9270000457763672
1461,2025,shrub,Salix other,146.31155395507812,1.375
1462,2025,shrub,Ribes sp.,143.7288360595703,0.4390000104904175
1463,2025,shrub,Sambucus racemosa,146.26072692871094,0.8320000171661377
1464,2025,shrub,Sambucus racemosa,144.03041076660156,0.3330000042915344
1465,2025,shrub,Ribes sp.,144.7992706298828,0.13300000131130219
1466,2025,shrub,Sambucus racemosa,143.6405029296875,0
1467,2025,shrub,Artemisia tridentata,132.5027618408203,0
1468,2025,shrub,Salix other,137.34689331054688,0.4490000009536743
1469,2025,shrub,Juniperus sp.,136.63076782226562,0
1470,2025,shrub,Artemisia tridentata,136.966064453125,0
1471,2025,shrub,Juniperus sp.,136.63076782226562,0.32499998807907104
1472,2025,shrub,Juniperus sp.,132.93743896484375,1.4730000495910645
1473,2025,shrub,Salix other,137.34689331054688,1.5640000104904175
1474,2025,shrub,Salix other,139.92906188964844,2.059000015258789
1475,2025,shrub,Dasiphora fruticosa,139.19325256347656,0
1476,2025,shrub,Salix other,139.52645874023438,2.575000047683716
1477,2025,shrub,Salix planifolia,138.36680603027344,4.247000217437744
1478,2025,shrub,Amelanchier alnifolia,140.18099975585938,0.6230000257492065
1479,2025,shrub,Amelanchier alnifolia,140.9752197265625,0.5440000295639038
1480,2025,shrub,Dasiphora fruticosa,140.9752197265625,0
1481,2025,shrub,Dasiphora fruticosa,138.41079711914062,0.1379999965429306
1482,2025,shrub,Sambucus racemosa,147.2640838623047,0
1483,2025,shrub,Sambucus racemosa,150.38735961914062,0
1484,2025,shrub,Juniperus sp.,137.9351806640625,0.4779999852180481
1485,2025,shrub,Dasiphora fruticosa,137.9351806640625,0
1486,2025,shrub,Ribes sp.,141.86593627929688,0.6470000147819519
1487,2025,shrub,Dasiphora fruticosa,137.28309631347656,0
1488,2025,shrub,Salix wolfii,138.2149200439453,0.5170000195503235
1489,2025,shrub,Salix planifolia,138.2149200439453,1.0640000104904175
1490,2025,shrub,Dasiphora fruticosa,138.2149200439453,0
1491,2025,shrub,Salix other,138.3237762451172,0.3449999988079071
1492,2025,shrub,Salix planifolia,137.55215454101562,0
1493,2025,shrub,Dasiphora fruticosa,137.01065063476562,0
1494,2025,shrub,Dasiphora fruticosa,140.02536010742188,0
1495,2025,shrub,Salix planifolia,137.1986541748047,0.5889999866485596
1496,2025,shrub,Salix wolfii,137.94662475585938,0.621999979019165
1497,2025,shrub,Ribes sp.,164.1376953125,0
1498,2025,shrub,Salix other,161.08877563476562,1.9429999589920044
1499,2025,shrub,Salix other,162.53163146972656,0.8849999904632568
1500,2025,shrub,Juniperus sp.,157.1259307861328,0.7950000166893005
1501,2025,shrub,Ribes sp.,158.09115600585938,0
1502,2025,shrub,Salix other,163.60513305664062,0.9020000100135803
1503,2025,shrub,Salix planifolia,166.8108673095703,0.46399998664855957
1504,2025,shrub,Ribes sp.,164.43423461914062,0.675000011920929
1505,2025,shrub,Salix other,165.93963623046875,0.18199999630451202
1506,2025,shrub,Salix other,170.02085876464844,1.1440000534057617
1507,2025,shrub,Salix other,172.06008911132812,0
1508,2025,shrub,Salix other,170.61941528320312,1.6640000343322754
1509,2025,shrub,Salix other,175.854736328125,0.9950000047683716
1510,2025,shrub,Salix other,175.78041076660156,1.3739999532699585
1511,2025,shrub,Salix wolfii,175.6913604736328,0.21199999749660492
1512,2025,shrub,Salix planifolia,176.95315551757812,1.2200000286102295
1514,2025,shrub,Sambucus racemosa,138.47100830078125,0.8299999833106995
1515,2025,shrub,Alnus incana,138.9189910888672,2.859999895095825
1516,2025,shrub,Alnus incana,138.8246307373047,3.634000062942505
1517,2025,shrub,Symphoricarpos rotundifolius,138.8246307373047,0
1518,2025,shrub,Sambucus racemosa,142.31072998046875,1.2619999647140503
1519,2025,shrub,Juniperus sp.,138.72366333007812,0.828000009059906
1520,2025,shrub,Symphoricarpos rotundifolius,141.46266174316406,0
1521,2025,shrub,Alnus incana,139.3623809814453,2.315000057220459
1522,2025,shrub,Salix boothii,138.8246307373047,1.7269999980926514
1523,2025,shrub,Salix planifolia,169.6824188232422,1.722000002861023
1524,2025,shrub,Lonicera involucrata,167.0114288330078,0.8619999885559082
1525,2025,shrub,Ribes sp.,162.29762268066406,0.164000004529953
1526,2025,shrub,Ribes sp.,159.310546875,2.4079999923706055
1527,2025,shrub,Sambucus racemosa,166.72125244140625,0.19599999487400055
1528,2025,shrub,Ribes sp.,166.72125244140625,0.6320000290870667
1529,2025,shrub,Sambucus racemosa,166.72125244140625,1.1549999713897705
1530,2025,shrub,Salix other,167.50045776367188,0
1531,2025,shrub,Salix planifolia,167.50045776367188,1.3350000381469727
1532,2025,shrub,Lonicera involucrata,160.4213104248047,0
1533,2025,shrub,Betula glandulosa,159.25131225585938,1.7380000352859497
1534,2025,shrub,Betula glandulosa,157.486572265625,1.9299999475479126
1535,2025,shrub,Dasiphora fruticosa,158.0167694091797,0
1536,2025,shrub,Juniperus sp.,157.87139892578125,0.609000027179718
1537,2025,shrub,Dasiphora fruticosa,159.69664001464844,0
1538,2025,shrub,Betula glandulosa,159.24339294433594,0
1539,2025,shrub,Salix other,159.24339294433594,1.6050000190734863
1540,2025,shrub,Betula glandulosa,159.24339294433594,1.9220000505447388
1541,2025,shrub,Ribes sp.,159.57298278808594,0
1542,2025,shrub,Salix other,157.84130859375,11.696999549865723
1543,2025,shrub,Salix wolfii,129.14881896972656,0
1544,2025,shrub,Dasiphora fruticosa,129.9393768310547,0
1546,2025,shrub,Dasiphora fruticosa,131.1206817626953,0
1547,2025,shrub,Salix wolfii,129.68569946289062,0.47099998593330383
1548,2025,shrub,Salix wolfii,130.85435485839844,0.5630000233650208
1549,2025,shrub,Salix wolfii,134.95201110839844,0.30300000309944153
1550,2025,shrub,Salix wolfii,136.1539306640625,0
1551,2025,shrub,Salix planifolia,130.9327392578125,0.41100001335144043
1552,2025,shrub,Salix wolfii,134.43495178222656,0
1553,2025,shrub,Salix wolfii,129.2395782470703,0
1554,2025,shrub,Salix other,130.29266357421875,0
1555,2025,shrub,Salix wolfii,127.64056396484375,4.111999988555908
1556,2025,shrub,Salix wolfii,127.89208221435547,0.906000018119812
1557,2025,shrub,Dasiphora fruticosa,127.89208221435547,1.8420000076293945
1558,2025,shrub,Salix wolfii,127.89208221435547,0.3499999940395355
1559,2025,shrub,Salix wolfii,128.4312744140625,0.2199999988079071
1560,2025,shrub,Dasiphora fruticosa,128.4312744140625,0.4359999895095825
1561,2025,shrub,Salix wolfii,128.76513671875,0.15800000727176666
1562,2025,shrub,Artemisia tridentata,128.4312744140625,0
1564,2025,shrub,Salix other,126.988525390625,2.259999990463257
1565,2025,shrub,Salix other,132.72669982910156,2.2300000190734863
1566,2025,shrub,Artemisia tridentata,132.6826171875,11.512999534606934
1567,2025,shrub,Salix wolfii,130.3624725341797,2.1689999103546143
1568,2025,shrub,Salix planifolia,138.42234802246094,0
1569,2025,shrub,Salix other,144.3216552734375,0
1570,2025,shrub,Salix wolfii,143.98297119140625,0
1571,2025,shrub,Dasiphora fruticosa,146.6107635498047,0
1572,2025,shrub,Dasiphora fruticosa,153.62620544433594,0
1573,2025,shrub,Dasiphora fruticosa,145.6942596435547,0
1574,2025,shrub,Salix wolfii,143.740234375,1.5509999990463257
1575,2025,shrub,Salix wolfii,143.740234375,1.5509999990463257
1576,2025,shrub,Salix wolfii,142.71669006347656,0.9459999799728394
1577,2025,shrub,Salix wolfii,142.72396850585938,0
1578,2025,shrub,Juniperus sp.,135.54884338378906,0.6110000014305115
1579,2025,shrub,Salix wolfii,135.16378784179688,0.02800000086426735
1580,2025,shrub,Salix other,139.31015014648438,1.1059999465942383
1581,2025,shrub,Salix other,134.0074462890625,0
1582,2025,shrub,Dasiphora fruticosa,137.66201782226562,5.558000087738037
1583,2025,shrub,Betula glandulosa,136.84730529785156,0
1584,2025,shrub,Salix wolfii,140.15167236328125,0.6299999952316284
1585,2025,shrub,Salix other,137.5152587890625,2.2130000591278076
1586,2025,shrub,Juniperus sp.,137.5152587890625,0.3720000088214874
1587,2025,shrub,Dasiphora fruticosa,137.93948364257812,0
1588,2025,shrub,Ribes sp.,127.27857971191406,2.2890000343322754
1590,2025,shrub,Sambucus racemosa,131.57496643066406,0.7739999890327454
1591,2025,shrub,Cornus sericea,131.6013946533203,0.8930000066757202
2038,2026,shrub,Alnus incana,119.36847686767578,8.059000015258789
2039,2026,shrub,Alnus incana,118.72270202636719,10.607999801635742
2060,2026,shrub,Lonicera involucrata,97.81153106689453,2.0810000896453857
2061,2026,shrub,Cornus sericea,98.12303161621094,3.3399999141693115
2062,2026,shrub,Alnus incana,100.6238784790039,2.4079999923706055
2063,2026,shrub,Alnus incana,103.42778778076172,5.544000148773193
2064,2026,shrub,Cornus sericea,98.721923828125,3.5299999713897705
2065,2026,shrub,Cornus sericea,100.5527572631836,3.382999897003174
2066,2026,shrub,Cornus sericea,100.8940658569336,4.361000061035156
2067,2026,shrub,Cornus sericea,101.61954498291016,3.36899995803833
2068,2026,shrub,Lonicera involucrata,99.92198181152344,1.781999945640564
2069,2026,shrub,Alnus incana,102.30244445800781,6.48199987411499
