stratum,n_cells,area_2018_gated_ha,area_2025_ha,delta_ha,delta_pct,gross_loss_ha,gross_gain_ha,area_2018_raw_ha,group,classes
CRBU total,2800,144.7371,145.7514,1.0142999999999915,0.7007878422325662,22.779,23.7933,124.84349999999999,veratrum,SW29
