stratum,n_cells,willow_2018_gated_ha,willow_2025_ha,delta_ha,delta_pct,gross_loss_ha,gross_gain_ha,willow_2018_raw_ha
CRBU total,2800,1914.7940999999998,1837.5372,-77.25689999999986,-4.034736685265527,229.50809999999998,152.25119999999998,1994.4801
