melt_band,n_cells,mean_frac_2018,mean_delta,frac_cells_losing,frac_cells_gaining
early (<120),157,0.2864884913815751,-0.04159603615887093,0.8152866242038217,0.025477707006369428
mid (120-145),965,0.07993640950098856,-0.012908544708288198,0.2932642487046632,0.02072538860103627
late (>145),1678,0.02179219158728563,0.0011572001550750346,0.007151370679380214,0.029797377830750895
