band_idx,wavelength_nm,center,PC01,PC02,PC03,PC04,PC05,PC06,PC07,PC08,PC09,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
57,664,0.013567395783871774,-0.02890720948939009,0.01382078689534677,0.06901902696926901,0.08148633480093134,0.0965745667156016,-0.05463298486471026,0.010342450348773135,0.056197669924412726,0.07053828109502241,0.03036322042557536,0.07440422850338518,0.09326284451123874,-0.010724764865871796,-0.0362009890555782,0.021643305711785427,-0.12956313488594426,0.029946922392593597,-0.07298196937611755,-0.007167444542139589,0.0018378270909612546
58,669,0.013337388607896945,-0.02926195141093004,0.014295705291346971,0.0678479562568356,0.07958828308697007,0.09636092367391103,-0.060054332614638946,0.007097085678717145,0.057890422315798516,0.07574641281661264,0.03554584277288721,0.07880280834155746,0.0987140738367338,-0.003960488042530117,-0.03950688220302999,0.02721994638035457,-0.156723499238305,0.02876431129187271,-0.09204733913247512,0.011735573634249482,0.01228590303955918
59,674,0.013391585322617295,-0.030150286690498757,0.0143557255773505,0.06741074167156812,0.07826497698339643,0.09944379442932458,-0.06612676346239083,0.005740087077856164,0.06092533885989319,0.0876905833754444,0.041313547118944534,0.08089841316956763,0.10587583211617271,-0.02189498147152971,-0.03805058907953063,0.007733271495277208,-0.177887013199939,0.03152932297691296,-0.1141657084464612,0.008464169294671166,0.05910111320260188
60,679,0.013729550447291485,-0.02974629049088857,0.013754868770286232,0.06726904549083262,0.0757537580331629,0.09809624075591954,-0.06824408754815998,0.005235060556422447,0.058850260467312183,0.08463234537666298,0.035846920081164226,0.08301954664589102,0.10451756751033278,-0.011034889475432668,-0.03661559510537417,0.021613699086121745,-0.19069043516105408,0.03447540047396671,-0.09893766613002307,0.04305915836998675,0.026779848804075603
61,684,0.014055994470303852,-0.02971987567779661,0.01231801181793764,0.06747905785798636,0.07420965856866922,0.10051919592392364,-0.06625137901769121,0.005342536959419667,0.05481300172178594,0.09445951053720526,0.03027221393648786,0.07792131586423404,0.1114815520062089,-0.020358468243193057,-0.033772953534692285,0.022439631351298287,-0.17298775734943497,0.047739620406331756,-0.09222859313801272,0.03012212096698992,0.015033249448126543
62,689,0.015073063815699719,-0.028815092766405388,0.008550967087337059,0.06927532722684408,0.07351614355007403,0.10432071487659848,-0.061660608435707545,0.0011895012122522808,0.0393785636107105,0.10850682838861554,-0.002694258457993653,0.05894438741739973,0.10340551763507325,-0.026594293690075134,-0.026109163324985477,0.0034810532766341154,-0.12259814302451626,0.06882270972737212,-0.04933380178233422,0.023015561134651863,0.006821485994431136
63,694,0.017286664423883328,-0.027224707940729433,0.003255997086424702,0.07513752204663246,0.07578306217964527,0.10887220792352771,-0.04583882545731381,-0.00954142518551629,0.008827619168693153,0.11487064710182816,-0.04838254968958091,0.03145693363518307,0.09130432377013808,-0.03431291500780537,-0.02627364023724953,-0.02045746556690845,-0.044621357620581815,0.0971806147105101,-0.002976146398246924,1.0104708103216176e-4,-0.0053497023126063805
64,699,0.020280938171163082,-0.023647830623234598,-0.0027152902349996187,0.08442824558615547,0.07458890999522728,0.10653165241816033,-0.02911610958648299,-0.02273957643878675,-0.03059339499141823,0.11787028047130367,-0.09732000259286282,-0.014179507490952717,0.08272065500542601,-0.04283361237762749,-0.01990292045099885,-0.04189360282887411,0.05261628156730119,0.1133232195224184,0.031015758523780003,9.291791837288703e-4,-0.033572922114673547
65,704,0.023847211129939296,-0.018552701067613895,-0.007464227827231527,0.09596011710989215,0.0702805275719096,0.09998231923692724,-0.011223317619511545,-0.04616638222331149,-0.07655835207722878,0.11415180922562156,-0.13921865888257084,-0.058957829360130214,0.06198011116932726,-0.030449733261372538,-0.0077109126295021235,-0.04433055444956823,0.11504440395511857,0.13147159127625418,0.04742394120070754,0.0035856446570103444,-0.037116504501271845
66,709,0.027554770011992604,-0.01244560606274833,-0.010152556290208599,0.10812120912096121,0.06277814394249175,0.08900282533496663,0.0027962918916692955,-0.06722680475020276,-0.12261728287144313,0.098671678342327665,-0.17432958064326232,-0.10815107783253049,0.034960068312658875,-0.022478837721685296,0.011494190028050697,-0.05638299377466239,0.14137782550436648,0.14077954223443592,0.027966695424578976,0.02495204240317909,-0.03888138044166313
67,714,0.03170217739894713,-0.005266770608831666,-0.01073908963125074,0.12127922203729226,0.05294424349903206,0.07389255170932864,0.01902821690697502,-0.08495928154716369,-0.17164602626786252,0.07031672159759826,-0.2002980607327863,-0.13658674175678082,0.009644630852179066,-0.010945885529851323,0.020095559467642205,-0.033790512670367034,0.13740133630551282,0.1351833994485633,-0.024070472108057663,0.0410426736218093,-0.05989052410651654
