stratum,n_cells,area_2018_gated_ha,area_2025_ha,delta_ha,delta_pct,gross_loss_ha,gross_gain_ha,area_2018_raw_ha,group,classes
CRBU total,2800,162.09449999999998,157.4073,-4.68719999999999,-2.891646539518608,34.6167,29.9295,174.1464,veratrum_wet_meadow,SW36
