x_utm,y_utm,snow_free_doy,doy_band,domain,tile
346139.5,4279206.5,126.8280029296875,early,ALMO,ALMO_2025_mosaic_rfl_346000_4279000.nc
329574.5,4304851.5,119.21516418457031,early,CRBU,CRBU_2025_mosaic_rfl_329000_4304000.nc
329409.5,4303785.5,123.62519836425781,early,CRBU,CRBU_2025_mosaic_rfl_329000_4303000.nc
343484.5,4284107.5,104.06157684326172,early,ALMO,ALMO_2025_mosaic_rfl_343000_4284000.nc
351223.5,4293575.5,126.97882843017578,early,ALMO,ALMO_2025_mosaic_rfl_351000_4293000.nc
341181.5,4285620.5,108.10222625732422,early,ALMO,ALMO_2025_mosaic_rfl_341000_4285000.nc
342460.5,4280479.5,84.12779998779297,early,ALMO,ALMO_2025_mosaic_rfl_342000_4280000.nc
337301.5,4286074.5,100.66494750976562,early,ALMO,ALMO_2025_mosaic_rfl_337000_4286000.nc
341190.5,4279299.5,108.93702697753906,early,ALMO,ALMO_2025_mosaic_rfl_341000_4279000.nc
334535.5,4304086.5,120.2070083618164,early,CRBU,CRBU_2025_mosaic_rfl_334000_4304000.nc
333535.5,4308674.5,118.83198547363281,early,CRBU,CRBU_2025_mosaic_rfl_333000_4308000.nc
338652.5,4295698.5,91.986083984375,early,ALMO,ALMO_2025_mosaic_rfl_338000_4295000.nc
359370.5,4312410.5,126.53980255126953,early,UPTA,UPTA_2025_mosaic_rfl_359000_4312000.nc
340427.5,4282881.5,92.30509948730469,early,ALMO,ALMO_2025_mosaic_rfl_340000_4282000.nc
344322.5,4281617.5,125.4769058227539,early,ALMO,ALMO_2025_mosaic_rfl_344000_4281000.nc
329778.5,4311890.5,128.5080108642578,early,CRBU,CRBU_2025_mosaic_rfl_329000_4311000.nc
332538.5,4312605.5,124.22976684570312,early,CRBU,CRBU_2025_mosaic_rfl_332000_4312000.nc
334031.5,4308269.5,116.77140808105469,early,CRBU,CRBU_2025_mosaic_rfl_334000_4308000.nc
342922.5,4279059.5,103.81385040283203,early,ALMO,ALMO_2025_mosaic_rfl_342000_4279000.nc
359955.5,4312398.5,129.5660400390625,early,UPTA,UPTA_2025_mosaic_rfl_359000_4312000.nc
335187.5,4307695.5,119.11430358886719,early,CRBU,CRBU_2025_mosaic_rfl_335000_4307000.nc
345775.5,4285593.5,108.1556396484375,early,ALMO,ALMO_2025_mosaic_rfl_345000_4285000.nc
348139.5,4281812.5,100.63446807861328,early,ALMO,ALMO_2025_mosaic_rfl_348000_4281000.nc
332415.5,4301893.5,122.30937194824219,early,CRBU,CRBU_2025_mosaic_rfl_332000_4301000.nc
335595.5,4306902.5,117.26992797851562,early,CRBU,CRBU_2025_mosaic_rfl_335000_4306000.nc
348781.5,4283923.5,91.2774887084961,early,ALMO,ALMO_2025_mosaic_rfl_348000_4283000.nc
361151.5,4311926.5,129.0298614501953,early,UPTA,UPTA_2025_mosaic_rfl_361000_4311000.nc
359118.5,4313590.5,126.94229888916016,early,UPTA,UPTA_2025_mosaic_rfl_359000_4313000.nc
343166.5,4280362.5,104.03790283203125,early,ALMO,ALMO_2025_mosaic_rfl_343000_4280000.nc
335769.5,4307131.5,124.73758697509766,early,CRBU,CRBU_2025_mosaic_rfl_335000_4307000.nc
348781.5,4278944.5,113.10581970214844,early,ALMO,ALMO_2025_mosaic_rfl_348000_4278000.nc
341004.5,4288161.5,102.78437805175781,early,ALMO,ALMO_2025_mosaic_rfl_341000_4288000.nc
340190.5,4283530.5,98.83406829833984,early,ALMO,ALMO_2025_mosaic_rfl_340000_4283000.nc
341325.5,4279851.5,82.92108917236328,early,ALMO,ALMO_2025_mosaic_rfl_341000_4279000.nc
345838.5,4285569.5,106.21292114257812,early,ALMO,ALMO_2025_mosaic_rfl_345000_4285000.nc
336898.5,4309095.5,128.7335205078125,early,CRBU,CRBU_2025_mosaic_rfl_336000_4309000.nc
341544.5,4285677.5,91.54302978515625,early,ALMO,ALMO_2025_mosaic_rfl_341000_4285000.nc
340850.5,4288584.5,105.51274871826172,early,ALMO,ALMO_2025_mosaic_rfl_340000_4288000.nc
343976.5,4277944.5,109.07547760009766,early,ALMO,ALMO_2025_mosaic_rfl_343000_4277000.nc
340562.5,4279143.5,100.18986511230469,early,ALMO,ALMO_2025_mosaic_rfl_340000_4279000.nc
342421.5,4286281.5,101.94085693359375,early,ALMO,ALMO_2025_mosaic_rfl_342000_4286000.nc
337418.5,4287221.5,113.71076202392578,early,ALMO,ALMO_2025_mosaic_rfl_337000_4287000.nc
343391.5,4280056.5,99.916290283203125,early,ALMO,ALMO_2025_mosaic_rfl_343000_4280000.nc
341478.5,4279608.5,85.54076385498047,early,ALMO,ALMO_2025_mosaic_rfl_341000_4279000.nc
341886.5,4289209.5,80.06690216064453,early,ALMO,ALMO_2025_mosaic_rfl_341000_4289000.nc
341682.5,4286716.5,108.6567611694336,early,ALMO,ALMO_2025_mosaic_rfl_341000_4286000.nc
334877.5,4303284.5,124.84912109375,early,CRBU,CRBU_2025_mosaic_rfl_334000_4303000.nc
349376.5,4280113.5,118.70263671875,early,ALMO,ALMO_2025_mosaic_rfl_349000_4280000.nc
342454.5,4279809.5,85.38448333740234,early,ALMO,ALMO_2025_mosaic_rfl_342000_4279000.nc
341226.5,4281797.5,101.71016693115234,early,ALMO,ALMO_2025_mosaic_rfl_341000_4281000.nc
343799.5,4277233.5,98.97868347167969,early,ALMO,ALMO_2025_mosaic_rfl_343000_4277000.nc
341883.5,4279719.5,97.11802673339844,early,ALMO,ALMO_2025_mosaic_rfl_341000_4279000.nc
362106.5,4308686.5,124.37042999267578,early,UPTA,UPTA_2025_mosaic_rfl_362000_4308000.nc
335622.5,4307932.5,127.5019760131836,early,CRBU,CRBU_2025_mosaic_rfl_335000_4307000.nc
358829.5,4312878.5,126.98177337646484,early,UPTA,UPTA_2025_mosaic_rfl_358000_4312000.nc
338058.5,4281230.5,89.44124603271484,early,ALMO,ALMO_2025_mosaic_rfl_338000_4281000.nc
339880.5,4290359.5,98.80988311767578,early,ALMO,ALMO_2025_mosaic_rfl_339000_4290000.nc
349625.5,4278404.5,102.58026885986328,early,ALMO,ALMO_2025_mosaic_rfl_349000_4278000.nc
340706.5,4290362.5,98.968841552734375,early,ALMO,ALMO_2025_mosaic_rfl_340000_4290000.nc
331352.5,4310113.5,119.73599243164062,early,CRBU,CRBU_2025_mosaic_rfl_331000_4310000.nc
359481.5,4312533.5,127.07628631591797,early,UPTA,UPTA_2025_mosaic_rfl_359000_4312000.nc
339997.5,4292671.5,108.1965560913086,early,ALMO,ALMO_2025_mosaic_rfl_339000_4292000.nc
342073.5,4279983.5,94.15569305419922,early,ALMO,ALMO_2025_mosaic_rfl_342000_4279000.nc
362196.5,4309743.5,125.4202880859375,early,UPTA,UPTA_2025_mosaic_rfl_362000_4309000.nc
341913.5,4278047.5,107.079833984375,early,ALMO,ALMO_2025_mosaic_rfl_341000_4278000.nc
331820.5,4299764.5,122.91575622558594,early,CRBU,CRBU_2025_mosaic_rfl_331000_4299000.nc
338658.5,4296308.5,87.2237777709961,early,ALMO,ALMO_2025_mosaic_rfl_338000_4296000.nc
333967.5,4308965.5,119.77686309814453,early,CRBU,CRBU_2025_mosaic_rfl_333000_4308000.nc
342853.5,4281266.5,115.74470520019531,early,ALMO,ALMO_2025_mosaic_rfl_342000_4281000.nc
327205.5,4306515.5,128.4574737548828,early,CRBU,CRBU_2025_mosaic_rfl_327000_4306000.nc
328367.5,4306074.5,120.7914047241211,early,CRBU,CRBU_2025_mosaic_rfl_328000_4306000.nc
339604.5,4291953.5,99.85621643066406,early,ALMO,ALMO_2025_mosaic_rfl_339000_4291000.nc
343385.5,4283155.5,104.67562866210938,early,ALMO,ALMO_2025_mosaic_rfl_343000_4283000.nc
346535.5,4282521.5,110.32763671875,early,ALMO,ALMO_2025_mosaic_rfl_346000_4282000.nc
342973.5,4279491.5,111.05105590820312,early,ALMO,ALMO_2025_mosaic_rfl_342000_4279000.nc
340382.5,4283089.5,79.803924560546875,early,ALMO,ALMO_2025_mosaic_rfl_340000_4283000.nc
341229.5,4278992.5,97.916748046875,early,ALMO,ALMO_2025_mosaic_rfl_341000_4278000.nc
360316.5,4311419.5,124.14677429199219,early,UPTA,UPTA_2025_mosaic_rfl_360000_4311000.nc
338505.5,4289875.5,97.0738754272461,early,ALMO,ALMO_2025_mosaic_rfl_338000_4289000.nc
341853.5,4286335.5,107.7849349975586,early,ALMO,ALMO_2025_mosaic_rfl_341000_4286000.nc
341319.5,4289278.5,97.86742401123047,early,ALMO,ALMO_2025_mosaic_rfl_341000_4289000.nc
345670.5,4277167.5,125.6757583618164,early,ALMO,ALMO_2025_mosaic_rfl_345000_4277000.nc
357865.5,4314275.5,129.068603515625,early,UPTA,UPTA_2025_mosaic_rfl_357000_4314000.nc
339607.5,4282623.5,92.59376525878906,early,ALMO,ALMO_2025_mosaic_rfl_339000_4282000.nc
345343.5,4287191.5,97.29252624511719,early,ALMO,ALMO_2025_mosaic_rfl_345000_4287000.nc
342226.5,4285254.5,78.37334442138672,early,ALMO,ALMO_2025_mosaic_rfl_342000_4285000.nc
344946.5,4282449.5,99.92357635498047,early,ALMO,ALMO_2025_mosaic_rfl_344000_4282000.nc
329799.5,4305296.5,117.37895965576172,early,CRBU,CRBU_2025_mosaic_rfl_329000_4305000.nc
334277.5,4304980.5,124.77529907226562,early,CRBU,CRBU_2025_mosaic_rfl_334000_4304000.nc
344100.5,4284641.5,97.6539077758789,early,ALMO,ALMO_2025_mosaic_rfl_344000_4284000.nc
340766.5,4286140.5,105.84778594970703,early,ALMO,ALMO_2025_mosaic_rfl_340000_4286000.nc
339214.5,4279962.5,87.84471130371094,early,ALMO,ALMO_2025_mosaic_rfl_339000_4279000.nc
361739.5,4309620.5,125.39205169677734,early,UPTA,UPTA_2025_mosaic_rfl_361000_4309000.nc
341517.5,4289317.5,95.7859115600586,early,ALMO,ALMO_2025_mosaic_rfl_341000_4289000.nc
346238.5,4285416.5,106.80560302734375,early,ALMO,ALMO_2025_mosaic_rfl_346000_4285000.nc
341787.5,4290449.5,104.21741485595703,early,ALMO,ALMO_2025_mosaic_rfl_341000_4290000.nc
337520.5,4290350.5,109.07794952392578,early,ALMO,ALMO_2025_mosaic_rfl_337000_4290000.nc
361139.5,4310908.5,126.18035888671875,early,UPTA,UPTA_2025_mosaic_rfl_361000_4310000.nc
344421.5,4277077.5,105.79621887207031,early,ALMO,ALMO_2025_mosaic_rfl_344000_4277000.nc
337058.5,4283191.5,98.91065979003906,early,ALMO,ALMO_2025_mosaic_rfl_337000_4283000.nc
342076.5,4287668.5,106.85179138183594,early,ALMO,ALMO_2025_mosaic_rfl_342000_4287000.nc
341274.5,4285308.5,89.83875274658203,early,ALMO,ALMO_2025_mosaic_rfl_341000_4285000.nc
341217.5,4281716.5,102.50591278076172,early,ALMO,ALMO_2025_mosaic_rfl_341000_4281000.nc
331265.5,4301446.5,115.63333892822266,early,CRBU,CRBU_2025_mosaic_rfl_331000_4301000.nc
335286.5,4308839.5,104.82410430908203,early,CRBU,CRBU_2025_mosaic_rfl_335000_4308000.nc
338241.5,4287119.5,107.96916961669922,early,ALMO,ALMO_2025_mosaic_rfl_338000_4287000.nc
357946.5,4314296.5,128.33787536621094,early,UPTA,UPTA_2025_mosaic_rfl_357000_4314000.nc
348772.5,4282767.5,96.40233612060547,early,ALMO,ALMO_2025_mosaic_rfl_348000_4282000.nc
329646.5,4306230.5,115.8487777709961,early,CRBU,CRBU_2025_mosaic_rfl_329000_4306000.nc
334319.5,4306902.5,128.6534881591797,early,CRBU,CRBU_2025_mosaic_rfl_334000_4306000.nc
340583.5,4284008.5,86.87848663330078,early,ALMO,ALMO_2025_mosaic_rfl_340000_4284000.nc
329952.5,4301692.5,125.53797912597656,early,CRBU,CRBU_2025_mosaic_rfl_329000_4301000.nc
341835.5,4285593.5,96.27179718017578,early,ALMO,ALMO_2025_mosaic_rfl_341000_4285000.nc
343442.5,4284140.5,103.44902801513672,early,ALMO,ALMO_2025_mosaic_rfl_343000_4284000.nc
341517.5,4287512.5,111.1784896850586,early,ALMO,ALMO_2025_mosaic_rfl_341000_4287000.nc
329181.5,4302968.5,117.26408386230469,early,CRBU,CRBU_2025_mosaic_rfl_329000_4302000.nc
347859.5,4282734.5,104.49598693847656,early,ALMO,ALMO_2025_mosaic_rfl_347000_4282000.nc
337298.5,4283818.5,86.09623718261719,early,ALMO,ALMO_2025_mosaic_rfl_337000_4283000.nc
347571.5,4282821.5,111.58625793457031,early,ALMO,ALMO_2025_mosaic_rfl_347000_4282000.nc
348166.5,4279542.5,117.84880828857422,early,ALMO,ALMO_2025_mosaic_rfl_348000_4279000.nc
339160.5,4291581.5,98.96906280517578,early,ALMO,ALMO_2025_mosaic_rfl_339000_4291000.nc
339538.5,4285251.5,90.2827377319336,early,ALMO,ALMO_2025_mosaic_rfl_339000_4285000.nc
334052.5,4306227.5,121.79695129394531,early,CRBU,CRBU_2025_mosaic_rfl_334000_4306000.nc
338040.5,4284611.5,99.6017074584961,early,ALMO,ALMO_2025_mosaic_rfl_338000_4284000.nc
341247.5,4289395.5,97.6379623413086,early,ALMO,ALMO_2025_mosaic_rfl_341000_4289000.nc
340352.5,4290656.5,98.34733581542969,early,ALMO,ALMO_2025_mosaic_rfl_340000_4290000.nc
329817.5,4312176.5,125.28364562988281,early,CRBU,CRBU_2025_mosaic_rfl_329000_4312000.nc
320688.5,4298032.5,127.99906921386719,early,CRBU,CRBU_2025_mosaic_rfl_320000_4298000.nc
327454.5,4306290.5,120.77970123291016,early,CRBU,CRBU_2025_mosaic_rfl_327000_4306000.nc
337139.5,4289152.5,90.623138427734375,early,ALMO,ALMO_2025_mosaic_rfl_337000_4289000.nc
343523.5,4280383.5,97.22615051269531,early,ALMO,ALMO_2025_mosaic_rfl_343000_4280000.nc
344787.5,4284368.5,105.72099304199219,early,ALMO,ALMO_2025_mosaic_rfl_344000_4284000.nc
335817.5,4307140.5,119.32134246826172,early,CRBU,CRBU_2025_mosaic_rfl_335000_4307000.nc
344019.5,4277257.5,96.969482421875,early,ALMO,ALMO_2025_mosaic_rfl_344000_4277000.nc
348775.5,4279689.5,104.16673278808594,early,ALMO,ALMO_2025_mosaic_rfl_348000_4279000.nc
338013.5,4285350.5,93.0288314819336,early,ALMO,ALMO_2025_mosaic_rfl_338000_4285000.nc
344463.5,4276392.5,108.8448486328125,early,ALMO,ALMO_2025_mosaic_rfl_344000_4276000.nc
347244.5,4285428.5,104.2840576171875,early,ALMO,ALMO_2025_mosaic_rfl_347000_4285000.nc
345625.5,4283884.5,110.03414916992188,early,ALMO,ALMO_2025_mosaic_rfl_345000_4283000.nc
342910.5,4282152.5,116.821533203125,early,ALMO,ALMO_2025_mosaic_rfl_342000_4282000.nc
348127.5,4279935.5,111.84449005126953,early,ALMO,ALMO_2025_mosaic_rfl_348000_4279000.nc
341088.5,4290446.5,104.68812561035156,early,ALMO,ALMO_2025_mosaic_rfl_341000_4290000.nc
344181.5,4277374.5,95.347625732421875,early,ALMO,ALMO_2025_mosaic_rfl_344000_4277000.nc
348040.5,4292197.5,127.95265197753906,early,ALMO,ALMO_2025_mosaic_rfl_348000_4292000.nc
333145.5,4308575.5,123.05330657958984,early,CRBU,CRBU_2025_mosaic_rfl_333000_4308000.nc
338682.5,4281665.5,95.09539031982422,early,ALMO,ALMO_2025_mosaic_rfl_338000_4281000.nc
337532.5,4279851.5,86.084747314453125,early,ALMO,ALMO_2025_mosaic_rfl_337000_4279000.nc
328019.5,4312914.5,129.91094970703125,early,CRBU,CRBU_2025_mosaic_rfl_328000_4312000.nc
333706.5,4309146.5,122.54255676269531,early,CRBU,CRBU_2025_mosaic_rfl_333000_4309000.nc
337502.5,4291704.5,111.9530029296875,early,ALMO,ALMO_2025_mosaic_rfl_337000_4291000.nc
344817.5,4277185.5,116.12637329101562,early,ALMO,ALMO_2025_mosaic_rfl_344000_4277000.nc
342076.5,4281857.5,109.11955261230469,early,ALMO,ALMO_2025_mosaic_rfl_342000_4281000.nc
337400.5,4284854.5,97.00337219238281,early,ALMO,ALMO_2025_mosaic_rfl_337000_4284000.nc
334133.5,4307284.5,129.2395782470703,early,CRBU,CRBU_2025_mosaic_rfl_334000_4307000.nc
333658.5,4302824.5,118.5195541381836,early,CRBU,CRBU_2025_mosaic_rfl_333000_4302000.nc
331313.5,4303902.5,118.01158905029297,early,CRBU,CRBU_2025_mosaic_rfl_331000_4303000.nc
333613.5,4308077.5,125.035400390625,early,CRBU,CRBU_2025_mosaic_rfl_333000_4308000.nc
330379.5,4304287.5,110.90473175048828,early,CRBU,CRBU_2025_mosaic_rfl_330000_4304000.nc
341064.5,4281812.5,102.3527603149414,early,ALMO,ALMO_2025_mosaic_rfl_341000_4281000.nc
360166.5,4311443.5,124.15290832519531,early,UPTA,UPTA_2025_mosaic_rfl_360000_4311000.nc
328397.5,4306002.5,118.26969909667969,early,CRBU,CRBU_2025_mosaic_rfl_328000_4306000.nc
330799.5,4311479.5,129.15548706054688,early,CRBU,CRBU_2025_mosaic_rfl_330000_4311000.nc
347457.5,4281350.5,111.40473175048828,early,ALMO,ALMO_2025_mosaic_rfl_347000_4281000.nc
341691.5,4290272.5,100.9131851196289,early,ALMO,ALMO_2025_mosaic_rfl_341000_4290000.nc
333766.5,4302794.5,116.53935241699219,early,CRBU,CRBU_2025_mosaic_rfl_333000_4302000.nc
336874.5,4305719.5,125.04485321044922,early,CRBU,CRBU_2025_mosaic_rfl_336000_4305000.nc
337256.5,4287569.5,108.61790466308594,early,ALMO,ALMO_2025_mosaic_rfl_337000_4287000.nc
332418.5,4310224.5,122.77935028076172,early,CRBU,CRBU_2025_mosaic_rfl_332000_4310000.nc
337193.5,4292386.5,115.50257873535156,early,ALMO,ALMO_2025_mosaic_rfl_337000_4292000.nc
331850.5,4301779.5,121.83189392089844,early,CRBU,CRBU_2025_mosaic_rfl_331000_4301000.nc
342013.5,4281797.5,105.59286499023438,early,ALMO,ALMO_2025_mosaic_rfl_342000_4281000.nc
343019.5,4281758.5,117.20333099365234,early,ALMO,ALMO_2025_mosaic_rfl_343000_4281000.nc
341862.5,4281521.5,99.32410430908203,early,ALMO,ALMO_2025_mosaic_rfl_341000_4281000.nc
335721.5,4306038.5,128.50401306152344,early,CRBU,CRBU_2025_mosaic_rfl_335000_4306000.nc
338106.5,4287536.5,97.54932403564453,early,ALMO,ALMO_2025_mosaic_rfl_338000_4287000.nc
361226.5,4310914.5,126.73843383789062,early,UPTA,UPTA_2025_mosaic_rfl_361000_4310000.nc
344076.5,4280029.5,102.63297271728516,early,ALMO,ALMO_2025_mosaic_rfl_344000_4280000.nc
348646.5,4282128.5,92.40936279296875,early,ALMO,ALMO_2025_mosaic_rfl_348000_4282000.nc
337637.5,4287263.5,108.33171844482422,early,ALMO,ALMO_2025_mosaic_rfl_337000_4287000.nc
334778.5,4308239.5,123.73978424072266,early,CRBU,CRBU_2025_mosaic_rfl_334000_4308000.nc
342304.5,4281071.5,102.8346176147461,early,ALMO,ALMO_2025_mosaic_rfl_342000_4281000.nc
341040.5,4287050.5,106.85360717773438,early,ALMO,ALMO_2025_mosaic_rfl_341000_4287000.nc
328925.5,4306359.5,120.58368682861328,early,CRBU,CRBU_2025_mosaic_rfl_328000_4306000.nc
342517.5,4290224.5,105.69847869873047,early,ALMO,ALMO_2025_mosaic_rfl_342000_4290000.nc
340730.5,4280068.5,93.9928207397461,early,ALMO,ALMO_2025_mosaic_rfl_340000_4280000.nc
341325.5,4286392.5,116.47929382324219,early,ALMO,ALMO_2025_mosaic_rfl_341000_4286000.nc
327037.5,4306938.5,122.9775619506836,early,CRBU,CRBU_2025_mosaic_rfl_327000_4306000.nc
350712.5,4287314.5,106.45255279541016,early,ALMO,ALMO_2025_mosaic_rfl_350000_4287000.nc
341079.5,4283380.5,95.75856018066406,early,ALMO,ALMO_2025_mosaic_rfl_341000_4283000.nc
335739.5,4306035.5,128.50401306152344,early,CRBU,CRBU_2025_mosaic_rfl_335000_4306000.nc
339838.5,4285245.5,88.9079818725586,early,ALMO,ALMO_2025_mosaic_rfl_339000_4285000.nc
342754.5,4282215.5,111.16422271728516,early,ALMO,ALMO_2025_mosaic_rfl_342000_4282000.nc
333541.5,4310782.5,124.89964294433594,early,CRBU,CRBU_2025_mosaic_rfl_333000_4310000.nc
361043.5,4310146.5,124.5625,early,UPTA,UPTA_2025_mosaic_rfl_361000_4310000.nc
329181.5,4306464.5,110.58706665039062,early,CRBU,CRBU_2025_mosaic_rfl_329000_4306000.nc
342000.5,4289665.5,99.9948959350586,early,ALMO,ALMO_2025_mosaic_rfl_341000_4289000.nc
342247.5,4280032.5,101.14578247070312,early,ALMO,ALMO_2025_mosaic_rfl_342000_4280000.nc
344256.5,4276686.5,103.02497863769531,early,ALMO,ALMO_2025_mosaic_rfl_344000_4276000.nc
342868.5,4287371.5,102.14083862304688,early,ALMO,ALMO_2025_mosaic_rfl_342000_4287000.nc
336613.5,4307182.5,106.88409423828125,early,CRBU,CRBU_2025_mosaic_rfl_336000_4307000.nc
334274.5,4306344.5,124.49813842773438,early,CRBU,CRBU_2025_mosaic_rfl_334000_4306000.nc
330706.5,4303572.5,118.70805358886719,early,CRBU,CRBU_2025_mosaic_rfl_330000_4303000.nc
341502.5,4290416.5,95.66656494140625,early,ALMO,ALMO_2025_mosaic_rfl_341000_4290000.nc
356412.5,4314020.5,128.9319305419922,early,UPTA,UPTA_2025_mosaic_rfl_356000_4314000.nc
348541.5,4284242.5,98.89598083496094,early,ALMO,ALMO_2025_mosaic_rfl_348000_4284000.nc
353172.5,4292824.5,106.9214859008789,early,ALMO,ALMO_2025_mosaic_rfl_353000_4292000.nc
348526.5,4285518.5,87.5072250366211,early,ALMO,ALMO_2025_mosaic_rfl_348000_4285000.nc
361889.5,4308704.5,121.5632553100586,early,UPTA,UPTA_2025_mosaic_rfl_361000_4308000.nc
341049.5,4290938.5,83.19956970214844,early,ALMO,ALMO_2025_mosaic_rfl_341000_4290000.nc
334199.5,4309581.5,127.95640563964844,early,CRBU,CRBU_2025_mosaic_rfl_334000_4309000.nc
333646.5,4302197.5,116.71001434326172,early,CRBU,CRBU_2025_mosaic_rfl_333000_4302000.nc
349418.5,4278428.5,103.45809936523438,early,ALMO,ALMO_2025_mosaic_rfl_349000_4278000.nc
339361.5,4286119.5,92.94929504394531,early,ALMO,ALMO_2025_mosaic_rfl_339000_4286000.nc
342844.5,4288050.5,87.37794494628906,early,ALMO,ALMO_2025_mosaic_rfl_342000_4288000.nc
342733.5,4299782.5,127.41753387451172,early,ALMO,ALMO_2025_mosaic_rfl_342000_4299000.nc
339625.5,4286020.5,98.48641204833984,early,ALMO,ALMO_2025_mosaic_rfl_339000_4286000.nc
342931.5,4287791.5,89.38946533203125,early,ALMO,ALMO_2025_mosaic_rfl_342000_4287000.nc
324061.5,4310215.5,126.2094955444336,early,CRBU,CRBU_2025_mosaic_rfl_324000_4310000.nc
332529.5,4301404.5,116.85765838623047,early,CRBU,CRBU_2025_mosaic_rfl_332000_4301000.nc
330670.5,4310497.5,125.06158447265625,early,CRBU,CRBU_2025_mosaic_rfl_330000_4310000.nc
342667.5,4280452.5,79.97077941894531,early,ALMO,ALMO_2025_mosaic_rfl_342000_4280000.nc
340172.5,4283011.5,81.5009765625,early,ALMO,ALMO_2025_mosaic_rfl_340000_4283000.nc
340547.5,4277716.5,94.75494384765625,early,ALMO,ALMO_2025_mosaic_rfl_340000_4277000.nc
337925.5,4290494.5,104.40204620361328,early,ALMO,ALMO_2025_mosaic_rfl_337000_4290000.nc
357187.5,4312917.5,126.84815216064453,early,UPTA,UPTA_2025_mosaic_rfl_357000_4312000.nc
341547.5,4287899.5,103.13336181640625,early,ALMO,ALMO_2025_mosaic_rfl_341000_4287000.nc
342607.5,4280035.5,100.68751525878906,early,ALMO,ALMO_2025_mosaic_rfl_342000_4280000.nc
340808.5,4277704.5,85.35740661621094,early,ALMO,ALMO_2025_mosaic_rfl_340000_4277000.nc
343439.5,4282836.5,109.15608978271484,early,ALMO,ALMO_2025_mosaic_rfl_343000_4282000.nc
337868.5,4286632.5,103.48345947265625,early,ALMO,ALMO_2025_mosaic_rfl_337000_4286000.nc
338937.5,4279482.5,105.26628875732422,early,ALMO,ALMO_2025_mosaic_rfl_338000_4279000.nc
341364.5,4287878.5,96.69690704345703,early,ALMO,ALMO_2025_mosaic_rfl_341000_4287000.nc
332703.5,4309215.5,117.20921325683594,early,CRBU,CRBU_2025_mosaic_rfl_332000_4309000.nc
344313.5,4288518.5,76.20182800292969,early,ALMO,ALMO_2025_mosaic_rfl_344000_4288000.nc
334724.5,4308122.5,126.01818084716797,early,CRBU,CRBU_2025_mosaic_rfl_334000_4308000.nc
329292.5,4305386.5,115.764404296875,early,CRBU,CRBU_2025_mosaic_rfl_329000_4305000.nc
344523.5,4276482.5,114.43775177001953,early,ALMO,ALMO_2025_mosaic_rfl_344000_4276000.nc
337073.5,4280740.5,86.818359375,early,ALMO,ALMO_2025_mosaic_rfl_337000_4280000.nc
341571.5,4284803.5,100.23829650878906,early,ALMO,ALMO_2025_mosaic_rfl_341000_4284000.nc
341157.5,4291398.5,110.88560485839844,early,ALMO,ALMO_2025_mosaic_rfl_341000_4291000.nc
344439.5,4280482.5,116.69505310058594,early,ALMO,ALMO_2025_mosaic_rfl_344000_4280000.nc
342067.5,4280995.5,102.34368133544922,early,ALMO,ALMO_2025_mosaic_rfl_342000_4280000.nc
329418.5,4308125.5,121.5186767578125,early,CRBU,CRBU_2025_mosaic_rfl_329000_4308000.nc
344106.5,4285668.5,103.83769226074219,early,ALMO,ALMO_2025_mosaic_rfl_344000_4285000.nc
337091.5,4286497.5,96.09706115722656,early,ALMO,ALMO_2025_mosaic_rfl_337000_4286000.nc
343808.5,4279773.5,96.865997314453125,early,ALMO,ALMO_2025_mosaic_rfl_343000_4279000.nc
339382.5,4284329.5,95.1515121459961,early,ALMO,ALMO_2025_mosaic_rfl_339000_4284000.nc
341712.5,4288986.5,92.68049621582031,early,ALMO,ALMO_2025_mosaic_rfl_341000_4288000.nc
347715.5,4280410.5,103.7414779663086,early,ALMO,ALMO_2025_mosaic_rfl_347000_4280000.nc
337988.5,4285377.5,102.57679748535156,early,ALMO,ALMO_2025_mosaic_rfl_337000_4285000.nc
336982.5,4307440.5,111.15503692626953,early,CRBU,CRBU_2025_mosaic_rfl_336000_4307000.nc
345517.5,4281512.5,129.06431579589844,early,ALMO,ALMO_2025_mosaic_rfl_345000_4281000.nc
345544.5,4288704.5,101.59117126464844,early,ALMO,ALMO_2025_mosaic_rfl_345000_4288000.nc
340007.5,4292611.5,98.89042663574219,early,ALMO,ALMO_2025_mosaic_rfl_340000_4292000.nc
328475.5,4307611.5,121.63282775878906,early,CRBU,CRBU_2025_mosaic_rfl_328000_4307000.nc
343352.5,4283545.5,94.56318664550781,early,ALMO,ALMO_2025_mosaic_rfl_343000_4283000.nc
343448.5,4286938.5,91.74771881103516,early,ALMO,ALMO_2025_mosaic_rfl_343000_4286000.nc
337877.5,4290446.5,100.43971252441406,early,ALMO,ALMO_2025_mosaic_rfl_337000_4290000.nc
331391.5,4311497.5,126.43692016601562,early,CRBU,CRBU_2025_mosaic_rfl_331000_4311000.nc
349685.5,4282446.5,95.56151580810547,early,ALMO,ALMO_2025_mosaic_rfl_349000_4282000.nc
337604.5,4288230.5,102.1212158203125,early,ALMO,ALMO_2025_mosaic_rfl_337000_4288000.nc
329016.5,4304467.5,118.96185302734375,early,CRBU,CRBU_2025_mosaic_rfl_329000_4304000.nc
327079.5,4307290.5,122.76026916503906,early,CRBU,CRBU_2025_mosaic_rfl_327000_4307000.nc
