band,wavelength_nm,importance,importance_pct,communality,sd_pct
273,2029.9999999999998,0.0019620137517734047,0.3086024116511166,0.04871025282559064,0.00699703982736981
274,2029.9999999999998,0.0015914954864335988,0.25032410950297856,0.04363700067723163,0.006083420726663235
275,2040,0.0014742708595929853,0.2318860111383686,0.04344794298944255,0.006579216164155538
276,2040,0.0013091878182445549,0.20592032938064442,0.0392973755547279,0.00766192651081409
277,2050,0.0011423181294434213,0.17967362833231837,0.03289296386072201,0.007949512991484371
278,2050,0.0011562766334701317,0.1818691419987191,0.03516636503344675,0.007372535250950765
279,2060,0.0014707984570625052,0.2313398417783623,0.04978099835922579,0.0079271012881121
280,2060,0.0013224204535983964,0.20800167217398838,0.041341110818271284,0.007872249503497521
281,2070,0.001522836926829248,0.23952490024400003,0.04767474668819549,0.00883874581925406
282,2070,0.0016476626650137266,0.25915856683020133,0.049022484484113435,0.009192461904989119
283,2080,0.0016936758284471828,0.2663959132506466,0.04888006417245398,0.010313999894554178
284,2080,0.0018268915176564626,0.2873492235536914,0.05016621295820393,0.010729564266932872
285,2090,0.001874072644546919,0.2947702773203389,0.050319719995595924,0.009764094980788295
286,2090,0.001865452437563044,0.29341441696423737,0.05118263734828027,0.009565952396639937
287,2100,0.001998224447996196,0.3142979416502407,0.05304358609364538,0.009382210558779813
288,2100,0.0019628591098949494,0.30873537685321156,0.05285403723404564,0.00766565768192171
289,2110,0.0018679588237469676,0.2938086429579078,0.049720320417706326,0.007737166882134413
