point_type,band_number,wavelength_nm,mean_18,mean_25,mean_diff,sd_diff,n_pairs,pooled_sd,t_stat,cohens_d,ci95_lo,ci95_hi
vegetated,47,614,0.01946336582552849,0.015457638067311671,-0.004005727758216845,0.004725779860292999,1058,0.008011729235759081,-27.570889435664146,-0.4999829175876183,-0.004290492833512135,-0.0037209626829215548
vegetated,48,619,0.01944494470587562,0.01538720908775422,-0.004057735618121396,0.004746869650264257,1058,0.008111358401639398,-27.804767947883374,-0.5002535231708269,-0.004343771517662984,-0.003771699718579808
vegetated,49,624,0.019513541817421716,0.015409340016200984,-0.004104201801220721,0.00477323831181978,1058,0.008172154366364147,-27.967807561479283,-0.5022178506702281,-0.004391826618171769,-0.003816576984269673
vegetated,50,629,0.01964915150170959,0.015500978962546291,-0.004148172539163317,0.004810032925037981,1058,0.008229249251533316,-28.05120983028361,-0.5040766675514669,-0.004438014518384571,-0.0038583305599420624
vegetated,51,634,0.019765902520865297,0.015550150778401379,-0.004215751742463921,0.00482026067668664,1058,0.008291403492297691,-28.447711620326448,-0.5084485089140999,-0.004506210023450055,-0.003925293461477787
vegetated,52,639,0.019741015277302862,0.015442744377614106,-0.004298270899688728,0.004883134526347626,1058,0.008388268526014965,-28.631093055246986,-0.5124145568728852,-0.00459251782023534,-0.004004023979142116
vegetated,53,644,0.019621083823315212,0.015254556576872885,-0.004366527246442335,0.00494518302439231,1058,0.00852087258421914,-28.72080699630575,-0.5124507147929013,-0.004664513072680706,-0.004068541420203963
vegetated,54,649,0.01947337326461918,0.015037893969472848,-0.004435479295146331,0.00497800853536908,1058,0.008614746974513516,-28.981960033980997,-0.5148705247256327,-0.004735443114304653,-0.004135515475988009
vegetated,55,654,0.01941271281711386,0.014943934114172795,-0.0044687787029410505,0.005012407368448675,1058,0.008691479272226235,-28.999153628385677,-0.514156286056058,-0.004770815319940484,-0.004166742085941617
vegetated,56,659,0.019446017369286247,0.014775142514576761,-0.004670874854709485,0.005081780525490204,1058,0.008815135975723308,-29.896831296532543,-0.5298698587943479,-0.004977091745202906,-0.004364657964216064
vegetated,57,664,0.01927403373312618,0.014531206312090919,-0.004742827421035261,0.00510832119526917,1058,0.008903676348954873,-30.199653457147562,-0.532681920945159,-0.005050643593774455,-0.004435011248296068
vegetated,58,669,0.019204889729700882,0.01425828485196608,-0.004946604877734788,0.005175797792147259,1058,0.008999276784341132,-31.08656630237061,-0.5496669339409529,-0.00525848704143393,-0.004634722714035646
vegetated,59,674,0.019156573346498843,0.014231525166365666,-0.004925048180133157,0.005391237783595486,1058,0.009212579408156394,-29.71425391701483,-0.5346003504482952,-0.005249912282729167,-0.004600184077537147
vegetated,60,679,0.019570785446588607,0.014691820752654895,-0.004878964693933718,0.005212727088405683,1058,0.00905207981586379,-30.444266933615875,-0.5389882538798787,-0.0051930721356061305,-0.004564857252261306
vegetated,61,684,0.01980560360864105,0.01499047614369237,-0.004815127464948667,0.005224904242664885,1058,0.009007569465963339,-29.975903812217258,-0.5345645662954318,-0.005129968675089356,-0.004500286254807978
vegetated,62,689,0.020879545466184146,0.016089819285079902,-0.004789726181104247,0.0051155947122668915,1058,0.008803150705743522,-30.45491491144687,-0.5440922621010272,-0.005097980639941556,-0.004481471722266939
