stratum,n_cells,area_2018_gated_ha,area_2025_ha,delta_ha,delta_pct,gross_loss_ha,gross_gain_ha,area_2018_raw_ha,group,classes
CRBU total,2800,1042.0758,919.0701,-123.00570000000005,-11.803911001483772,179.40869999999998,56.403,1392.6186,sagebrush,Artemisia tridentata+MD01+MD13+MD18+MD03+MD05
