final_label,internal_label,rank,taxon,mean_cover_pct,freq_pct,mean_cover_when_present_pct,n_plots
SM28,S06.b,38,Senecio triangularis,0.36,1.2,30,1
SM28,S06.b,39,Rosa woodsii,0.3,1.2,25,1
SM28,S06.b,40,Poa compressa,0.3,2.41,12.5,2
SM28,S06.b,41,Carex geyeri,0.3,1.2,25,1
SM28,S06.b,42,Anticlea elegans,0.3,2.41,12.5,2
SM28,S06.b,43,Hymenoxys hoopesii,0.3,2.41,12.5,2
SM28,S06.b,44,Linum lewisii,0.24,2.41,10,2
SM28,S06.b,45,Amelanchier alnifolia,0.24,1.2,20,1
SM28,S06.b,46,Antennaria rosea,0.24,2.41,10,2
SM28,S06.b,47,Rubus idaeus,0.24,1.2,20,1
SM28,S06.b,48,Eremogone congesta,0.24,1.2,20,1
SM28,S06.b,49,Taraxacum officinale,0.18,1.2,15,1
SM28,S06.b,50,Hydrophyllum fendleri,0.18,1.2,15,1
SM28,S06.b,51,Ligusticum porteri,0.12,1.2,10,1
SM28,S06.b,52,Carex spp,0.12,1.2,10,1
SM28,S06.b,53,Agoseris glauca,0.12,1.2,10,1
SM28,S06.b,54,Festuca thurberi,0.12,1.2,10,1
SM28,S06.b,55,Cymopterus lemmonii,0.12,1.2,10,1
SM28,S06.b,56,Solidago multiradiata,0.12,1.2,10,1
SM28,S06.b,57,Elymus lanceolatus,0.12,1.2,10,1
SM28,S06.b,58,Geranium richardsonii,0.12,1.2,10,1
SM28,S06.b,59,Lupinus bakeri,0.12,1.2,10,1
SM28,S06.b,60,Achnatherum lettermanii,0.12,1.2,10,1
SM28,S06.b,61,Deschampsia cespitosa,0.12,1.2,10,1
SM28,S06.b,62,Castilleja septentrionalis,0.12,1.2,10,1
SM28,S06.b,63,Ipomopsis aggregata,0.12,1.2,10,1
SM28,S06.b,64,Dugaldia hoopesii,0.06,1.2,5,1
SM30,S23,1,Vaccinium cespitosum,5.28,27.78,19,5
SM30,S23,2,Achillea millefolium,5,11.11,45,2
SM30,S23,3,Deschampsia cespitosa,3.89,16.67,23.33,3
SM30,S23,4,Antennaria corymbosa,3.33,11.11,30,2
SM30,S23,5,Carex aquatilis,3.06,11.11,27.5,2
SM30,S23,6,Rumex densiflorus,2.78,5.56,50,1
SM30,S23,7,Agoseris glauca,2.5,22.22,11.25,4
SM30,S23,8,Festuca thurberi,2.22,5.56,40,1
SM30,S23,9,Fragaria virginiana,1.94,5.56,35,1
SM30,S23,10,Sibbaldia procumbens,1.94,5.56,35,1
SM30,S23,11,Dasiphora fruticosa,1.67,5.56,30,1
SM30,S23,12,Salix wolfii,1.39,5.56,25,1
SM30,S23,13,Oxytropis deflexa,1.11,5.56,20,1
SM30,S23,14,Cirsium scariosum,0.83,5.56,15,1
SM30,S23,15,Heterotheca villosa,0.83,5.56,15,1
SM30,S23,16,Caltha leptosepala,0.56,5.56,10,1
SM30,S23,17,Potentilla gracilis,0.56,5.56,10,1
SM33,S08.a.e,1,Helianthella quinquenervis,13.57,57.14,23.75,8
SM33,S08.a.e,2,Thalictrum fendleri,7.86,21.43,36.67,3
SM33,S08.a.e,3,Festuca thurberi,7.5,14.29,52.5,2
SM33,S08.a.e,4,Heliomeris multiflora,6.43,28.57,22.5,4
SM33,S08.a.e,5,Bromopsis inermis,4.29,35.71,12,5
SM33,S08.a.e,6,Lathyrus lanszwertii,3.57,14.29,25,2
SM33,S08.a.e,7,Lupinus bakeri,3.57,7.14,50,1
SM33,S08.a.e,8,Eucephalus engelmannii,2.5,7.14,35,1
SM33,S08.a.e,9,Erigeron speciosus,2.14,21.43,10,3
SM33,S08.a.e,10,Poa secunda,1.79,14.29,12.5,2
SM33,S08.a.e,11,Festuca idahoensis,1.79,21.43,8.33,3
SM33,S08.a.e,12,Dugaldia hoopesii,1.43,7.14,20,1
SM33,S08.a.e,13,Solidago spp,1.43,7.14,20,1
SM33,S08.a.e,14,Ligusticum porteri,1.43,14.29,10,2
SM33,S08.a.e,15,Senecio crassulus,0.71,7.14,10,1
SM33,S08.a.e,16,Agrostis spp,0.71,7.14,10,1
SM33,S08.a.e,17,Delphinium barbeyi,0.71,7.14,10,1
SM33,S08.a.e,18,Fragaria virgiana,0.71,7.14,10,1
SM33,S08.a.e,19,Potentilla pulcherrima,0.71,7.14,10,1
SM34,S09.a,1,Lathyrus lanszwertii,12.11,36.84,32.86,7
SM34,S09.a,2,Potentilla pulcherrima,9.21,36.84,25,7
SM34,S09.a,3,Erigeron speciosus,5.26,21.05,25,4
SM34,S09.a,4,Heliomeris multiflora,4.74,10.53,45,2
SM34,S09.a,5,Vaccinium cespitosum,4.74,10.53,45,2
SM34,S09.a,6,Helianthella quinquenervis,4.47,21.05,21.25,4
SM34,S09.a,7,Delphinium barbeyi,3.42,5.26,65,1
SM34,S09.a,8,Thalictrum fendleri,3.16,21.05,15,4
SM34,S09.a,9,Lupinus bakeri,2.89,10.53,27.5,2
SM34,S09.a,10,Aquilegia coerulea var. coerulea,2.37,5.26,45,1
SM34,S09.a,11,Osmorhiza occidentalis,2.11,5.26,40,1
SM34,S09.a,12,Castilleja sulphurea,1.84,15.79,11.67,3
SM34,S09.a,13,Carex spp,1.58,5.26,30,1
SM34,S09.a,14,Dugaldia hoopesii,1.05,10.53,10,2
SM34,S09.a,15,Geranium richardsonii,1.05,10.53,10,2
SM34,S09.a,16,Ligusticum porteri,1.05,10.53,10,2
SM34,S09.a,17,Aquilegia coerulea,0.79,5.26,15,1
SM34,S09.a,18,Carex microptera,0.79,5.26,15,1
SM34,S09.a,19,Carex hoodii,0.79,5.26,15,1
SM34,S09.a,20,Galium boreale,0.53,5.26,10,1
SM34,S09.a,21,Pseudocymopterus montanus,0.53,5.26,10,1
SM34,S09.a,22,Senecio crassulus,0.53,5.26,10,1
SM34,S09.a,23,Vicia americana,0.53,5.26,10,1
SM35,M02,1,Ligusticum porteri,27.04,93.88,28.8,46
SM35,M02,2,Delphinium barbeyi,6.73,20.41,33,10
SM35,M02,3,Veratrum tenuipetalum,3.47,14.29,24.29,7
SM35,M02,4,Helianthella quinquenervis,3.37,16.33,20.62,8
SM35,M02,5,Heracleum maximum,2.45,12.24,20,6
SM35,M02,6,Thalictrum fendleri,2.35,14.29,16.43,7
SM35,M02,7,Deschampsia cespitosa,2.14,6.12,35,3
SM35,M02,8,Festuca thurberi,1.94,12.24,15.83,6
SM35,M02,9,Eucephalus engelmannii,1.84,6.12,30,3
SM35,M02,10,Erigeron speciosus,1.84,8.16,22.5,4
SM35,M02,11,Heliomeris multiflora,1.73,12.24,14.17,6
SM35,M02,12,Frasera speciosa,1.43,6.12,23.33,3
SM35,M02,13,Osmorhiza occidentalis,1.43,8.16,17.5,4
SM35,M02,14,Senecio serra,1.33,8.16,16.25,4
SM35,M02,15,Geranium richardsonii,1.22,6.12,20,3
SM35,M02,16,Chamerion danielsii,0.92,4.08,22.5,2
SM35,M02,17,Senecio crassulus,0.92,6.12,15,3
SM35,M02,18,Bromopsis inermis,0.82,4.08,20,2
SM35,M02,19,Valeriana edulis,0.82,4.08,20,2
SM35,M02,20,Arnica mollis,0.71,4.08,17.5,2
SM35,M02,21,Aquilegia coerulea var. coerulea,0.71,2.04,35,1
SM35,M02,22,Rhodiola rhodantha,0.51,2.04,25,1
SM35,M02,23,Hymenoxys hoopesii,0.41,4.08,10,2
SM35,M02,24,Carex hoodii,0.41,4.08,10,2
SM35,M02,25,Galium boreale,0.41,4.08,10,2
SM35,M02,26,Linum lewisii,0.41,4.08,10,2
SM35,M02,27,Festuca idahoensis,0.41,2.04,20,1
SM35,M02,28,Mertensia ciliata,0.31,2.04,15,1
SM35,M02,29,Ribes montigenum,0.31,2.04,15,1
SM35,M02,30,Carex siccata,0.2,2.04,10,1
SM35,M02,31,Hydrophyllum fendleri,0.2,2.04,10,1
SM35,M02,32,Lupinus argenteus,0.2,2.04,10,1
SM35,M02,33,Carex spp,0.2,2.04,10,1
SM35,M02,34,Dugaldia hoopesii,0.2,2.04,10,1
SM35,M02,35,Elymus lanceolatus,0.2,2.04,10,1
SM35,M02,36,Fragaria virgiana,0.2,2.04,10,1
SM35,M02,37,Juncus arcticus,0.2,2.04,10,1
SM35,M02,38,Lathyrus lanszwertii,0.2,2.04,10,1
SM35,M02,39,Symphoricarpos rotundifolius,0.2,2.04,10,1
SM38,S13.b,1,Lupinus argenteus,20,37.5,53.33,3
SM38,S13.b,2,Vaccinium cespitosum,9.38,50,18.75,4
SM38,S13.b,3,Poa pratensis,7.5,12.5,60,1
SM38,S13.b,4,Heterotheca villosa,5,25,20,2
SM38,S13.b,5,Erigeron speciosus,5,12.5,40,1
SM38,S13.b,6,Deschampsia cespitosa,2.5,25,10,2
SM38,S13.b,7,Calamagrostis canadensis,2.5,12.5,20,1
SM38,S13.b,8,Erigeron glacialis,1.88,12.5,15,1
SM38,S13.b,9,Senecio crassulus,1.88,12.5,15,1
SM38,S13.b,10,Aquilegia coerulea,1.25,12.5,10,1
SM38,S13.b,11,Ligusticum porteri,1.25,12.5,10,1
SM38,S13.b,12,Senecio integerrimus,1.25,12.5,10,1
SM40,M01,1,Vaccinium cespitosum,40.57,100,40.57,35
SM40,M01,2,Heterotheca villosa,4.86,25.71,18.89,9
SM40,M01,3,Erigeron glacialis,3.29,11.43,28.75,4
SM40,M01,4,Arnica mollis,2,8.57,23.33,3
SM40,M01,5,Deschampsia cespitosa,1.43,11.43,12.5,4
SM40,M01,6,Lupinus argenteus,1.14,8.57,13.33,3
SM40,M01,7,Salix glauca,1.14,2.86,40,1
SM40,M01,8,Senecio crassulus,1,8.57,11.67,3
SM40,M01,9,Erigeron grandiflorus,0.29,2.86,10,1
SM40,M01,10,Arnica parryi,0.29,2.86,10,1
SM40,M01,11,Carex pachystachya,0.29,2.86,10,1
SM40,M01,12,Eremogone congesta,0.29,2.86,10,1
SM40,M01,13,Sibbaldia procumbens,0.29,2.86,10,1
SM40,M01,14,Castilleja septentrionalis,0.29,2.86,10,1
SM40,M01,15,Dugaldia hoopesii,0.29,2.86,10,1
SM40,M01,16,Fragaria virgiana,0.29,2.86,10,1
SM40,M01,17,Solidago spp,0.29,2.86,10,1
SM41,S21,1,Bromopsis inermis,5.71,35.71,16,5
SM41,S21,2,Vaccinium cespitosum,4.64,21.43,21.67,3
SM41,S21,3,Arnica mollis,4.29,7.14,60,1
SM41,S21,4,Chamaenerion angustifolium,3.57,14.29,25,2
SM41,S21,5,Caltha leptosepala,3.21,7.14,45,1
SM41,S21,6,Ligusticum porteri,2.86,7.14,40,1
SM41,S21,7,Veratrum tenuipetalum,2.86,14.29,20,2
SM41,S21,8,Deschampsia cespitosa,2.5,14.29,17.5,2
SM41,S21,9,Erigeron glacialis,2.5,14.29,17.5,2
SM41,S21,10,Hymenoxys hoopesii,2.14,21.43,10,3
SM41,S21,11,Acomastylis rossii,1.79,7.14,25,1
SM41,S21,12,Delphinium barbeyi,1.43,7.14,20,1
SM41,S21,13,Thalictrum fendleri,1.07,7.14,15,1
SM41,S21,14,Erigeron elatior,0.71,7.14,10,1
SM41,S21,15,Erigeron grandiflorus,0.71,7.14,10,1
SM41,S21,16,Juncus parryi,0.71,7.14,10,1
SM41,S21,17,Senecio crassulus,0.71,7.14,10,1
SM45,S08.a.l,1,Deschampsia cespitosa,23.12,68.75,33.64,11
SM45,S08.a.l,2,Arnica mollis,12.81,31.25,41,5
SM45,S08.a.l,3,Senecio crassulus,5.31,31.25,17,5
SM45,S08.a.l,4,Elymus spp,4.38,6.25,70,1
SM45,S08.a.l,5,Bromopsis inermis,2.5,6.25,40,1
SM45,S08.a.l,6,Juncus cf. drummondii,2.5,6.25,40,1
SM45,S08.a.l,7,Geranium richardsonii,1.88,12.5,15,2
SM45,S08.a.l,8,Juncus parryi,1.88,12.5,15,2
SM45,S08.a.l,9,Rumex densiflorus,1.88,6.25,30,1
SM45,S08.a.l,10,Carex pachystachya,1.56,6.25,25,1
SM45,S08.a.l,11,Heterotheca villosa,1.25,6.25,20,1
SM45,S08.a.l,12,Castilleja septentrionalis,0.94,6.25,15,1
SM45,S08.a.l,13,Poa leptocoma,0.94,6.25,15,1
SM45,S08.a.l,14,Bistorta bistortoides,0.62,6.25,10,1
SM45,S08.a.l,15,Carex spp,0.62,6.25,10,1
SM45,S08.a.l,16,Valeriana edulis,0.62,6.25,10,1
SW29,Veratrum tenuipetalum,1,Veratrum tenuipetalum,85.26,100,85.26,19
SW29,Veratrum tenuipetalum,2,Mertensia ciliata,2.63,15.79,16.67,3
SW29,Veratrum tenuipetalum,3,Ligusticum porteri,2.37,21.05,11.25,4
SW29,Veratrum tenuipetalum,4,Festuca thurberi,1.05,5.26,20,1
SW29,Veratrum tenuipetalum,5,Senecio serra,0.79,5.26,15,1
SW29,Veratrum tenuipetalum,6,Chamerion danielsii,0.53,5.26,10,1
SW29,Veratrum tenuipetalum,7,Delphinium barbeyi,0.53,5.26,10,1
SW31,Ligusticum porteri,1,Ligusticum porteri,84.67,100,84.67,15
SW31,Ligusticum porteri,2,Helianthella quinquenervis,3.67,26.67,13.75,4
SW31,Ligusticum porteri,3,Sambucus racemosa,1.67,6.67,25,1
SW31,Ligusticum porteri,4,Rumex densiflorus,0.67,6.67,10,1
SW32,S15,1,Carex aquatilis,19.69,31.25,63,5
SW32,S15,2,Phleum pratense,12.5,12.5,100,2
SW32,S15,3,Deschampsia cespitosa,10,18.75,53.33,3
SW32,S15,4,Carex saxatilis,9.69,12.5,77.5,2
SW32,S15,5,Carex spp,6.25,6.25,100,1
SW32,S15,6,Carex sp.,5.94,12.5,47.5,2
SW32,S15,7,Juncus arcticus,4.69,6.25,75,1
SW32,S15,8,Juncus cf. drummondii,2.81,6.25,45,1
SW32,S15,9,Elymus glaucus,1.88,6.25,30,1
SW32,S15,10,Caltha leptosepala,1.56,6.25,25,1
SW32,S15,11,Dasiphora fruticosa,1.56,6.25,25,1
SW32,S15,12,Rumex densiflorus,1.25,6.25,20,1
SW32,S15,13,Geum macrophyllum,0.62,6.25,10,1
SW36,S03,1,Veratrum tenuipetalum,31.36,77.27,40.59,17
SW36,S03,2,Mertensia ciliata,15.68,31.82,49.29,7
SW36,S03,3,Ligusticum porteri,10.68,50,21.36,11
SW36,S03,4,Delphinium barbeyi,9.09,31.82,28.57,7
SW36,S03,5,Heracleum maximum,5.45,22.73,24,5
SW36,S03,6,Senecio triangularis,5,9.09,55,2
SW36,S03,7,Thalictrum fendleri,3.41,13.64,25,3
SW36,S03,8,Chamerion danielsii,2.27,4.55,50,1
SW36,S03,9,Senecio serra,1.82,4.55,40,1
SW36,S03,10,Bromopsis inermis,0.91,4.55,20,1
SW36,S03,11,Hymenoxys hoopesii,0.91,4.55,20,1
SW36,S03,12,Osmorhiza occidentalis,0.91,4.55,20,1
SW36,S03,13,Frasera speciosa,0.91,4.55,20,1
SW36,S03,14,Corydalis caseana,0.68,4.55,15,1
SW36,S03,15,Calamagrostis canadensis,0.45,4.55,10,1
SW36,S03,16,Aquilegia coerulea,0.45,4.55,10,1
SW36,S03,17,Helianthella quinquenervis,0.45,4.55,10,1
SW36,S03,18,Rhodiola rhodantha,0.45,4.55,10,1
SW36,S03,19,Hydrophyllum fendleri,0.23,4.55,5,1
SW37,Corydalis caseana,1,Corydalis caseana,96,100,96,5
SW37,Corydalis caseana,2,Veratrum tenuipetalum,3,20,15,1
SW39,Caltha leptosepala,1,Caltha leptosepala,82.86,100,82.86,7
SW39,Caltha leptosepala,2,Rhodiola rhodantha,3.57,14.29,25,1
SW39,Caltha leptosepala,3,Rhodiola integrifolia,1.43,14.29,10,1
