x_utm,y_utm,domain,snow_free_doy,canopy_height_m,predicted_label,nearest_class,nearest_d,second_class,second_d,margin,ood_flag
342931.5,4283620.5,ALMO,100.84381866455078,0,S24.a,S24.b,17.50104663465291,S24.a,17.731655488545314,0.23060885389240582,TRUE
343259.5,4288065.5,ALMO,73.493011474609375,0,S25,S24.b,16.432803397037826,S24.a,16.796613188398766,0.36380979136093927,TRUE
342883.5,4283566.5,ALMO,100.10330200195312,0,S24.b,S24.b,16.596686313873782,S24.a,16.71671470013757,0.12002838626378676,TRUE
343271.5,4280881.5,ALMO,109.44290924072266,0,S24.b,S24.b,17.010485033236545,S24.a,17.443202659845575,0.4327176266090298,TRUE
351961.5,4293326.5,ALMO,98.018096923828125,0,S25,S24.b,17.957810252775623,S24.a,18.260680552273218,0.30287029949759514,TRUE
340235.5,4284806.5,ALMO,95.60303497314452,0,S25,S24.b,17.25571722015129,S24.a,17.54310335405676,0.2873861339054713,TRUE
341235.5,4285221.5,ALMO,87.173492431640625,0,S24.a,S24.b,16.855666532717017,S24.a,17.051355093615673,0.19568856089865605,TRUE
341658.5,4279929.5,ALMO,82.749114990234375,0,S24.a,S24.a,16.746384970228885,S24.b,16.760416465508168,0.01403149527928349,TRUE
339187.5,4284521.5,ALMO,97.32709503173828,0,S24.a,S24.b,17.08317641198219,S24.a,17.329993836502876,0.24681742452068534,TRUE
340724.5,4287425.5,ALMO,105.9552001953125,0,S18,S24.b,15.829045683395776,S25,16.06417696842727,0.2351312850314926,TRUE
342865.5,4283938.5,ALMO,95.8158264160156,0,S24.a,S24.b,16.21139375740234,S24.a,16.442465596784768,0.2310718393824267,TRUE
341895.5,4285443.5,ALMO,91.557281494140625,0,S25,S24.b,15.684023499254174,S24.a,15.778416806814421,0.09439330756024766,TRUE
343052.5,4284431.5,ALMO,102.23117065429688,0,S24.a,S24.b,16.68734183159534,S24.a,16.796576852995702,0.10923502140036234,TRUE
345634.5,4288110.5,ALMO,98.13892364501952,0,S22,S24.b,19.671839325866387,S22,19.815130483894325,0.1432911580279388,TRUE
340418.5,4288146.5,ALMO,102.69793701171876,0,S24.a,S24.b,17.612315071996516,S24.a,17.946537843462256,0.33422277146573975,TRUE
342370.5,4289971.5,ALMO,100.13772583007812,0,S18,S24.a,19.53051076547379,S18,19.571367936716964,0.04085717124317512,TRUE
339976.5,4292509.5,ALMO,101.98478698730467,0,S25,S18,16.681972731468402,S24.b,16.7196210007674,0.037648269298998116,TRUE
339706.5,4284620.5,ALMO,93.31858825683594,0,S24.b,S24.b,18.389936165768038,S24.a,18.583192276115888,0.19325611034784984,TRUE
347925.5,4280848.5,ALMO,91.3211975097656,0,S18,S02,15.236348631977375,S25,15.250271652063793,0.013923020086417992,TRUE
340589.5,4289863.5,ALMO,97.3530044555664,0,S18,S19,13.974530834058537,S18,14.153261176874885,0.1787303428163476,TRUE
348952.5,4281527.5,ALMO,97.90264892578124,0,S25,S24.b,17.015640125736166,S25,17.21401759188071,0.19837746614454588,TRUE
342892.5,4281596.5,ALMO,108.44075012207033,0,S18,S18,16.304732047389983,S22,16.573586047502747,0.26885400011276417,TRUE
338952.5,4281344.5,ALMO,111.19945526123048,0.32199999690055847,S01,S18,18.259906326789967,S10,18.68224666475101,0.4223403379610424,TRUE
348505.5,4289716.5,ALMO,110.48725128173828,0,S02,S02,12.57435742967379,S04,12.987709270273038,0.41335184059924757,TRUE
341367.5,4279707.5,ALMO,87.43463897705078,0,S24.a,S24.b,17.696055946670814,S24.a,17.92712774251637,0.23107179584555482,TRUE
344121.5,4288020.5,ALMO,93.20924377441406,0,S18,S24.b,16.998148159746904,S24.a,17.003555065854773,0.0054069061078685365,TRUE
341349.5,4287566.5,ALMO,106.64932250976562,0,S18,S18,15.355228599223189,S25,15.817033033805076,0.4618044345818877,TRUE
343622.5,4285008.5,ALMO,108.19513702392578,0,S24.a,S24.b,17.38531796386869,S24.a,17.634628967278214,0.24931100340952383,TRUE
346844.5,4282926.5,ALMO,109.70760345458984,0,S25,S24.b,17.726894820982963,S22,17.750336335818652,0.023441514835688793,TRUE
